Case,Year,FuelCategory,NewCapacity_MW,Unit
REN100_Extreme,2035,DIESEL,0.000000000,MW
REN100_Extreme,2035,FUEL OIL,0.000000000,MW
REN100_Extreme,2035,GAS,0.000000000,MW
REN100_Extreme,2035,IMPORTS,0.000000000,MW
REN100_Extreme,2035,OTHER,0.000000000,MW
REN100_Extreme,2036,HYDRO,724.480000000,MW
REN100_Extreme,2036,PV,0.000000000,MW
REN100_Extreme,2036,WIND,0.000000000,MW
REN100_Extreme,2036,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2036,BIOENERGY,0.000000000,MW
REN100_Extreme,2036,DIESEL,0.000000000,MW
REN100_Extreme,2036,FUEL OIL,0.000000000,MW
REN100_Extreme,2036,GAS,0.000000000,MW
REN100_Extreme,2036,IMPORTS,0.000000000,MW
REN100_Extreme,2036,OTHER,0.000000000,MW
REN100_Extreme,2037,HYDRO,916.060000000,MW
REN100_Extreme,2037,PV,0.000000000,MW
REN100_Extreme,2037,WIND,0.000000000,MW
REN100_Extreme,2037,GEOTHERMAL,0.000000000,MW
REN100_Extreme,2037,BIOENERGY,0.000000000,MW
REN100_Extreme,2037,DIESEL,0.000000000,MW
REN100_Extreme,2037,FUEL OIL,0.000000000,MW
REN100_Extreme,2037,GAS,0.000000000,MW
REN100_Extreme,2037,IMPORTS,0.000000000,MW
