Case,Year,FuelCategory,Capacity_MW,Unit
BAU_Normal,2036,BIOENERGY,7.200000000,MW
BAU_Normal,2036,DIESEL,410.070000000,MW
BAU_Normal,2036,FUEL OIL,1011.150000000,MW
BAU_Normal,2036,GAS,1028.920000000,MW
BAU_Normal,2036,IMPORTS,510.000000000,MW
BAU_Normal,2036,OTHER,0.000000000,MW
BAU_Normal,2037,HYDRO,8137.020000000,MW
BAU_Normal,2037,PV,2145.200000000,MW
BAU_Normal,2037,WIND,1951.480000000,MW
BAU_Normal,2037,GEOTHERMAL,0.000000000,MW
BAU_Normal,2037,BIOENERGY,7.200000000,MW
BAU_Normal,2037,DIESEL,314.070000000,MW
BAU_Normal,2037,FUEL OIL,878.150000000,MW
BAU_Normal,2037,GAS,1028.920000000,MW
BAU_Normal,2037,IMPORTS,510.000000000,MW
BAU_Normal,2037,OTHER,0.000000000,MW
BAU_Normal,2038,HYDRO,8595.560000000,MW
BAU_Normal,2038,PV,2345.200000000,MW
BAU_Normal,2038,WIND,1951.480000000,MW
BAU_Normal,2038,GEOTHERMAL,0.000000000,MW
BAU_Normal,2038,BIOENERGY,7.200000000,MW
BAU_Normal,2038,DIESEL,306.870000000,MW
BAU_Normal,2038,FUEL OIL,878.150000000,MW
BAU_Normal,2038,GAS,1028.920000000,MW
BAU_Normal,2038,IMPORTS,510.000000000,MW
BAU_Normal,2038,OTHER,0.000000000,MW
BAU_Normal,2039,HYDRO,8913.260000000,MW
BAU_Normal,2039,PV,2345.200000000,MW
BAU_Normal,2039,WIND,1951.480000000,MW
BAU_Normal,2039,GEOTHERMAL,0.000000000,MW
BAU_Normal,2039,BIOENERGY,7.200000000,MW
BAU_Normal,2039,DIESEL,306.870000000,MW
BAU_Normal,2039,FUEL OIL,878.150000000,MW
BAU_Normal,2039,GAS,1028.920000000,MW
BAU_Normal,2039,IMPORTS,510.000000000,MW
BAU_Normal,2039,OTHER,0.000000000,MW
BAU_Normal,2040,HYDRO,10070.760000000,MW
BAU_Normal,2040,PV,2345.200000000,MW
BAU_Normal,2040,WIND,1951.480000000,MW
BAU_Normal,2040,GEOTHERMAL,0.000000000,MW
BAU_Normal,2040,BIOENERGY,7.200000000,MW
BAU_Normal,2040,DIESEL,306.870000000,MW
BAU_Normal,2040,FUEL OIL,878.150000000,MW
BAU_Normal,2040,GAS,1028.920000000,MW
BAU_Normal,2040,IMPORTS,510.000000000,MW
BAU_Normal,2040,OTHER,0.000000000,MW
BAU_Normal,2041,HYDRO,10076.760000000,MW
BAU_Normal,2041,PV,2345.200000000,MW
BAU_Normal,2041,WIND,1951.480000000,MW
BAU_Normal,2041,GEOTHERMAL,0.000000000,MW
BAU_Normal,2041,BIOENERGY,7.200000000,MW
BAU_Normal,2041,DIESEL,306.870000000,MW
BAU_Normal,2041,FUEL OIL,878.150000000,MW
BAU_Normal,2041,GAS,1028.920000000,MW
BAU_Normal,2041,IMPORTS,510.000000000,MW
BAU_Normal,2041,OTHER,0.000000000,MW
BAU_Normal,2042,HYDRO,10674.920000000,MW
BAU_Normal,2042,PV,2345.200000000,MW
BAU_Normal,2042,WIND,1951.480000000,MW
BAU_Normal,2042,GEOTHERMAL,0.000000000,MW
BAU_Normal,2042,BIOENERGY,7.200000000,MW
BAU_Normal,2042,DIESEL,306.870000000,MW
BAU_Normal,2042,FUEL OIL,878.150000000,MW
BAU_Normal,2042,GAS,898.320000000,MW
BAU_Normal,2042,IMPORTS,510.000000000,MW
BAU_Normal,2042,OTHER,0.000000000,MW
BAU_Normal,2043,HYDRO,11377.120000000,MW
BAU_Normal,2043,PV,2345.200000000,MW
BAU_Normal,2043,WIND,1951.480000000,MW
BAU_Normal,2043,GEOTHERMAL,0.000000000,MW
BAU_Normal,2043,BIOENERGY,7.200000000,MW
BAU_Normal,2043,DIESEL,306.870000000,MW
BAU_Normal,2043,FUEL OIL,878.150000000,MW
BAU_Normal,2043,GAS,898.320000000,MW
BAU_Normal,2043,IMPORTS,510.000000000,MW
BAU_Normal,2043,OTHER,0.000000000,MW
BAU_Normal,2044,HYDRO,11641.150000000,MW
BAU_Normal,2044,PV,2345.200000000,MW
BAU_Normal,2044,WIND,1951.480000000,MW
BAU_Normal,2044,GEOTHERMAL,0.000000000,MW
BAU_Normal,2044,BIOENERGY,7.200000000,MW
BAU_Normal,2044,DIESEL,306.870000000,MW
BAU_Normal,2044,FUEL OIL,878.150000000,MW
BAU_Normal,2044,GAS,898.320000000,MW
BAU_Normal,2044,IMPORTS,510.000000000,MW
BAU_Normal,2044,OTHER,0.000000000,MW
BAU_Normal,2045,HYDRO,12195.850000000,MW
BAU_Normal,2045,PV,2345.200000000,MW
BAU_Normal,2045,WIND,1951.480000000,MW
BAU_Normal,2045,GEOTHERMAL,0.000000000,MW
BAU_Normal,2045,BIOENERGY,7.200000000,MW
BAU_Normal,2045,DIESEL,306.870000000,MW
BAU_Normal,2045,FUEL OIL,878.150000000,MW
BAU_Normal,2045,GAS,898.320000000,MW
BAU_Normal,2045,IMPORTS,510.000000000,MW
BAU_Normal,2045,OTHER,0.000000000,MW
BAU_Normal,2046,HYDRO,12949.750000000,MW
BAU_Normal,2046,PV,2345.200000000,MW
BAU_Normal,2046,WIND,1951.480000000,MW
BAU_Normal,2046,GEOTHERMAL,0.000000000,MW
BAU_Normal,2046,BIOENERGY,7.200000000,MW
BAU_Normal,2046,DIESEL,306.870000000,MW
BAU_Normal,2046,FUEL OIL,843.750000000,MW
BAU_Normal,2046,GAS,898.320000000,MW
BAU_Normal,2046,IMPORTS,510.000000000,MW
BAU_Normal,2046,OTHER,0.000000000,MW
BAU_Normal,2047,HYDRO,13013.000000000,MW
BAU_Normal,2047,PV,2345.200000000,MW
BAU_Normal,2047,WIND,1951.480000000,MW
BAU_Normal,2047,GEOTHERMAL,0.000000000,MW
BAU_Normal,2047,BIOENERGY,7.200000000,MW
BAU_Normal,2047,DIESEL,306.870000000,MW
BAU_Normal,2047,FUEL OIL,1043.750000000,MW
BAU_Normal,2047,GAS,898.320000000,MW
BAU_Normal,2047,IMPORTS,510.000000000,MW
BAU_Normal,2047,OTHER,0.000000000,MW
BAU_Normal,2048,HYDRO,13044.600000000,MW
BAU_Normal,2048,PV,2345.200000000,MW
BAU_Normal,2048,WIND,1951.480000000,MW
BAU_Normal,2048,GEOTHERMAL,0.000000000,MW
BAU_Normal,2048,BIOENERGY,7.200000000,MW
BAU_Normal,2048,DIESEL,306.870000000,MW
BAU_Normal,2048,FUEL OIL,1591.750000000,MW
BAU_Normal,2048,GAS,898.320000000,MW
BAU_Normal,2048,IMPORTS,510.000000000,MW
BAU_Normal,2048,OTHER,0.000000000,MW
BAU_Normal,2049,HYDRO,13087.600000000,MW
BAU_Normal,2049,PV,2345.200000000,MW
BAU_Normal,2049,WIND,1951.480000000,MW
BAU_Normal,2049,GEOTHERMAL,0.000000000,MW
BAU_Normal,2049,BIOENERGY,7.200000000,MW
BAU_Normal,2049,DIESEL,306.870000000,MW
BAU_Normal,2049,FUEL OIL,1891.750000000,MW
BAU_Normal,2049,GAS,898.320000000,MW
BAU_Normal,2049,IMPORTS,510.000000000,MW
BAU_Normal,2049,OTHER,0.000000000,MW
BAU_Normal,2050,HYDRO,13014.770000000,MW
BAU_Normal,2050,PV,2321.600000000,MW
BAU_Normal,2050,WIND,1934.980000000,MW
BAU_Normal,2050,GEOTHERMAL,0.000000000,MW
BAU_Normal,2050,BIOENERGY,5.500000000,MW
BAU_Normal,2050,DIESEL,287.900000000,MW
BAU_Normal,2050,FUEL OIL,1891.750000000,MW
BAU_Normal,2050,GAS,898.320000000,MW
BAU_Normal,2050,IMPORTS,510.000000000,MW
BAU_Normal,2050,OTHER,0.000000000,MW
BAU_Extreme,2025,HYDRO,5359.550000000,MW
BAU_Extreme,2025,PV,223.600000000,MW
BAU_Extreme,2025,WIND,176.480000000,MW
BAU_Extreme,2025,GEOTHERMAL,0.000000000,MW
BAU_Extreme,2025,BIOENERGY,143.600000000,MW
BAU_Extreme,2025,DIESEL,516.070000000,MW
BAU_Extreme,2025,FUEL OIL,1331.150000000,MW
BAU_Extreme,2025,GAS,441.920000000,MW
BAU_Extreme,2025,IMPORTS,510.000000000,MW
BAU_Extreme,2025,OTHER,0.000000000,MW
BAU_Extreme,2026,HYDRO,5389.550000000,MW
BAU_Extreme,2026,PV,541.200000000,MW
BAU_Extreme,2026,WIND,221.480000000,MW
BAU_Extreme,2026,GEOTHERMAL,0.000000000,MW
BAU_Extreme,2026,BIOENERGY,143.600000000,MW
BAU_Extreme,2026,DIESEL,516.070000000,MW
BAU_Extreme,2026,FUEL OIL,1331.150000000,MW
BAU_Extreme,2026,GAS,518.920000000,MW
BAU_Extreme,2026,IMPORTS,510.000000000,MW
BAU_Extreme,2026,OTHER,0.000000000,MW
BAU_Extreme,2027,HYDRO,5637.260000000,MW
BAU_Extreme,2027,PV,711.200000000,MW
BAU_Extreme,2027,WIND,221.480000000,MW
BAU_Extreme,2027,GEOTHERMAL,0.000000000,MW
BAU_Extreme,2027,BIOENERGY,143.600000000,MW
BAU_Extreme,2027,DIESEL,516.070000000,MW
BAU_Extreme,2027,FUEL OIL,1131.150000000,MW
BAU_Extreme,2027,GAS,628.920000000,MW
BAU_Extreme,2027,IMPORTS,510.000000000,MW
BAU_Extreme,2027,OTHER,0.000000000,MW
BAU_Extreme,2028,HYDRO,5663.260000000,MW
BAU_Extreme,2028,PV,1041.200000000,MW
BAU_Extreme,2028,WIND,601.480000000,MW
BAU_Extreme,2028,GEOTHERMAL,0.000000000,MW
BAU_Extreme,2028,BIOENERGY,143.600000000,MW
BAU_Extreme,2028,DIESEL,516.070000000,MW
BAU_Extreme,2028,FUEL OIL,1131.150000000,MW
BAU_Extreme,2028,GAS,1028.920000000,MW
BAU_Extreme,2028,IMPORTS,510.000000000,MW
BAU_Extreme,2028,OTHER,0.000000000,MW
BAU_Extreme,2029,HYDRO,5863.260000000,MW
BAU_Extreme,2029,PV,1041.200000000,MW
BAU_Extreme,2029,WIND,601.480000000,MW
BAU_Extreme,2029,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2029,BIOENERGY,143.600000000,MW
BAU_Extreme,2029,DIESEL,516.070000000,MW
BAU_Extreme,2029,FUEL OIL,1331.150000000,MW
BAU_Extreme,2029,GAS,1028.920000000,MW
BAU_Extreme,2029,IMPORTS,510.000000000,MW
BAU_Extreme,2029,OTHER,0.000000000,MW
BAU_Extreme,2030,HYDRO,6008.000000000,MW
BAU_Extreme,2030,PV,1041.200000000,MW
BAU_Extreme,2030,WIND,601.480000000,MW
BAU_Extreme,2030,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2030,BIOENERGY,7.200000000,MW
BAU_Extreme,2030,DIESEL,410.070000000,MW
BAU_Extreme,2030,FUEL OIL,1911.150000000,MW
BAU_Extreme,2030,GAS,1028.920000000,MW
BAU_Extreme,2030,IMPORTS,510.000000000,MW
BAU_Extreme,2030,OTHER,0.000000000,MW
BAU_Extreme,2031,HYDRO,6008.000000000,MW
BAU_Extreme,2031,PV,1041.200000000,MW
BAU_Extreme,2031,WIND,601.480000000,MW
BAU_Extreme,2031,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2031,BIOENERGY,7.200000000,MW
BAU_Extreme,2031,DIESEL,410.070000000,MW
BAU_Extreme,2031,FUEL OIL,1911.150000000,MW
BAU_Extreme,2031,GAS,1028.920000000,MW
BAU_Extreme,2031,IMPORTS,510.000000000,MW
BAU_Extreme,2031,OTHER,0.000000000,MW
BAU_Extreme,2032,HYDRO,7201.800000000,MW
BAU_Extreme,2032,PV,1041.200000000,MW
BAU_Extreme,2032,WIND,601.480000000,MW
BAU_Extreme,2032,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2032,BIOENERGY,7.200000000,MW
BAU_Extreme,2032,DIESEL,410.070000000,MW
BAU_Extreme,2032,FUEL OIL,1911.150000000,MW
BAU_Extreme,2032,GAS,1028.920000000,MW
BAU_Extreme,2032,IMPORTS,510.000000000,MW
BAU_Extreme,2032,OTHER,0.000000000,MW
BAU_Extreme,2033,HYDRO,7201.800000000,MW
BAU_Extreme,2033,PV,1691.900000000,MW
BAU_Extreme,2033,WIND,1651.480000000,MW
BAU_Extreme,2033,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2033,BIOENERGY,7.200000000,MW
BAU_Extreme,2033,DIESEL,410.070000000,MW
BAU_Extreme,2033,FUEL OIL,1911.150000000,MW
BAU_Extreme,2033,GAS,1028.920000000,MW
BAU_Extreme,2033,IMPORTS,510.000000000,MW
BAU_Extreme,2033,OTHER,0.000000000,MW
BAU_Extreme,2034,HYDRO,7208.600000000,MW
BAU_Extreme,2034,PV,1891.900000000,MW
BAU_Extreme,2034,WIND,1951.480000000,MW
BAU_Extreme,2034,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2034,BIOENERGY,7.200000000,MW
BAU_Extreme,2034,DIESEL,410.070000000,MW
BAU_Extreme,2034,FUEL OIL,1911.150000000,MW
BAU_Extreme,2034,GAS,1028.920000000,MW
BAU_Extreme,2034,IMPORTS,510.000000000,MW
BAU_Extreme,2034,OTHER,0.000000000,MW
BAU_Extreme,2035,HYDRO,7464.740000000,MW
BAU_Extreme,2035,PV,1891.900000000,MW
BAU_Extreme,2035,WIND,1951.480000000,MW
BAU_Extreme,2035,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2035,BIOENERGY,7.200000000,MW
BAU_Extreme,2035,DIESEL,410.070000000,MW
BAU_Extreme,2035,FUEL OIL,1911.150000000,MW
BAU_Extreme,2035,GAS,1028.920000000,MW
BAU_Extreme,2035,IMPORTS,510.000000000,MW
BAU_Extreme,2035,OTHER,0.000000000,MW
BAU_Extreme,2036,HYDRO,7823.140000000,MW
BAU_Extreme,2036,PV,2245.200000000,MW
BAU_Extreme,2036,WIND,1951.480000000,MW
BAU_Extreme,2036,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2036,BIOENERGY,7.200000000,MW
BAU_Extreme,2036,DIESEL,410.070000000,MW
BAU_Extreme,2036,FUEL OIL,1911.150000000,MW
BAU_Extreme,2036,GAS,1028.920000000,MW
BAU_Extreme,2036,IMPORTS,510.000000000,MW
BAU_Extreme,2036,OTHER,0.000000000,MW
BAU_Extreme,2037,HYDRO,8223.020000000,MW
BAU_Extreme,2037,PV,2345.200000000,MW
BAU_Extreme,2037,WIND,1951.480000000,MW
BAU_Extreme,2037,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2037,BIOENERGY,7.200000000,MW
BAU_Extreme,2037,DIESEL,314.070000000,MW
BAU_Extreme,2037,FUEL OIL,1778.150000000,MW
BAU_Extreme,2037,GAS,1028.920000000,MW
BAU_Extreme,2037,IMPORTS,510.000000000,MW
BAU_Extreme,2037,OTHER,0.000000000,MW
BAU_Extreme,2038,HYDRO,8835.060000000,MW
BAU_Extreme,2038,PV,2345.200000000,MW
BAU_Extreme,2038,WIND,1951.480000000,MW
BAU_Extreme,2038,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2038,BIOENERGY,7.200000000,MW
BAU_Extreme,2038,DIESEL,306.870000000,MW
BAU_Extreme,2038,FUEL OIL,1778.150000000,MW
BAU_Extreme,2038,GAS,1028.920000000,MW
BAU_Extreme,2038,IMPORTS,510.000000000,MW
BAU_Extreme,2038,OTHER,0.000000000,MW
BAU_Extreme,2039,HYDRO,9576.860000000,MW
BAU_Extreme,2039,PV,2345.200000000,MW
BAU_Extreme,2039,WIND,1951.480000000,MW
BAU_Extreme,2039,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2039,BIOENERGY,7.200000000,MW
BAU_Extreme,2039,DIESEL,306.870000000,MW
BAU_Extreme,2039,FUEL OIL,1778.150000000,MW
BAU_Extreme,2039,GAS,1028.920000000,MW
BAU_Extreme,2039,IMPORTS,510.000000000,MW
BAU_Extreme,2039,OTHER,0.000000000,MW
BAU_Extreme,2040,HYDRO,10101.810000000,MW
BAU_Extreme,2040,PV,2345.200000000,MW
BAU_Extreme,2040,WIND,1951.480000000,MW
BAU_Extreme,2040,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2040,BIOENERGY,7.200000000,MW
BAU_Extreme,2040,DIESEL,306.870000000,MW
BAU_Extreme,2040,FUEL OIL,1778.150000000,MW
BAU_Extreme,2040,GAS,1028.920000000,MW
BAU_Extreme,2040,IMPORTS,510.000000000,MW
BAU_Extreme,2040,OTHER,0.000000000,MW
BAU_Extreme,2041,HYDRO,10508.070000000,MW
BAU_Extreme,2041,PV,2345.200000000,MW
BAU_Extreme,2041,WIND,1951.480000000,MW
BAU_Extreme,2041,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2041,BIOENERGY,7.200000000,MW
BAU_Extreme,2041,DIESEL,306.870000000,MW
BAU_Extreme,2041,FUEL OIL,1978.150000000,MW
BAU_Extreme,2041,GAS,1028.920000000,MW
BAU_Extreme,2041,IMPORTS,510.000000000,MW
BAU_Extreme,2041,OTHER,0.000000000,MW
BAU_Extreme,2042,HYDRO,11037.170000000,MW
BAU_Extreme,2042,PV,2345.200000000,MW
BAU_Extreme,2042,WIND,1951.480000000,MW
BAU_Extreme,2042,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2042,BIOENERGY,7.200000000,MW
BAU_Extreme,2042,DIESEL,306.870000000,MW
BAU_Extreme,2042,FUEL OIL,1978.150000000,MW
BAU_Extreme,2042,GAS,898.320000000,MW
BAU_Extreme,2042,IMPORTS,510.000000000,MW
BAU_Extreme,2042,OTHER,0.000000000,MW
BAU_Extreme,2043,HYDRO,11555.270000000,MW
BAU_Extreme,2043,PV,2345.200000000,MW
BAU_Extreme,2043,WIND,1951.480000000,MW
BAU_Extreme,2043,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2043,BIOENERGY,7.200000000,MW
BAU_Extreme,2043,DIESEL,306.870000000,MW
BAU_Extreme,2043,FUEL OIL,1978.150000000,MW
BAU_Extreme,2043,GAS,898.320000000,MW
BAU_Extreme,2043,IMPORTS,510.000000000,MW
BAU_Extreme,2043,OTHER,0.000000000,MW
BAU_Extreme,2044,HYDRO,12727.270000000,MW
BAU_Extreme,2044,PV,2345.200000000,MW
BAU_Extreme,2044,WIND,1951.480000000,MW
BAU_Extreme,2044,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2044,BIOENERGY,7.200000000,MW
BAU_Extreme,2044,DIESEL,306.870000000,MW
BAU_Extreme,2044,FUEL OIL,1978.150000000,MW
BAU_Extreme,2044,GAS,898.320000000,MW
BAU_Extreme,2044,IMPORTS,510.000000000,MW
BAU_Extreme,2044,OTHER,0.000000000,MW
BAU_Extreme,2045,HYDRO,12853.270000000,MW
BAU_Extreme,2045,PV,2345.200000000,MW
BAU_Extreme,2045,WIND,1951.480000000,MW
BAU_Extreme,2045,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2045,BIOENERGY,7.200000000,MW
BAU_Extreme,2045,DIESEL,306.870000000,MW
BAU_Extreme,2045,FUEL OIL,1978.150000000,MW
BAU_Extreme,2045,GAS,898.320000000,MW
BAU_Extreme,2045,IMPORTS,510.000000000,MW
BAU_Extreme,2045,OTHER,0.000000000,MW
BAU_Extreme,2046,HYDRO,13695.170000000,MW
BAU_Extreme,2046,PV,2345.200000000,MW
BAU_Extreme,2046,WIND,1951.480000000,MW
BAU_Extreme,2046,GEOTHERMAL,50.000000000,MW
BAU_Extreme,2046,BIOENERGY,7.200000000,MW
BAU_Extreme,2046,DIESEL,306.870000000,MW
BAU_Extreme,2046,FUEL OIL,1943.750000000,MW
BAU_Extreme,2046,GAS,898.320000000,MW
BAU_Extreme,2046,IMPORTS,510.000000000,MW
BAU_Extreme,2046,OTHER,0.000000000,MW
BAU_Extreme,2047,HYDRO,14038.500000000,MW
BAU_Extreme,2047,PV,2345.200000000,MW
BAU_Extreme,2047,WIND,1951.480000000,MW
BAU_Extreme,2047,GEOTHERMAL,133.000000000,MW
BAU_Extreme,2047,BIOENERGY,7.200000000,MW
BAU_Extreme,2047,DIESEL,306.870000000,MW
BAU_Extreme,2047,FUEL OIL,1943.750000000,MW
BAU_Extreme,2047,GAS,898.320000000,MW
BAU_Extreme,2047,IMPORTS,510.000000000,MW
BAU_Extreme,2047,OTHER,0.000000000,MW
BAU_Extreme,2048,HYDRO,14228.500000000,MW
BAU_Extreme,2048,PV,2345.200000000,MW
BAU_Extreme,2048,WIND,1951.480000000,MW
BAU_Extreme,2048,GEOTHERMAL,746.000000000,MW
BAU_Extreme,2048,BIOENERGY,27.200000000,MW
BAU_Extreme,2048,DIESEL,306.870000000,MW
BAU_Extreme,2048,FUEL OIL,1891.750000000,MW
BAU_Extreme,2048,GAS,898.320000000,MW
BAU_Extreme,2048,IMPORTS,510.000000000,MW
BAU_Extreme,2048,OTHER,0.000000000,MW
BAU_Extreme,2049,HYDRO,13817.400000000,MW
BAU_Extreme,2049,PV,2345.200000000,MW
BAU_Extreme,2049,WIND,1951.480000000,MW
BAU_Extreme,2049,GEOTHERMAL,746.000000000,MW
BAU_Extreme,2049,BIOENERGY,107.200000000,MW
BAU_Extreme,2049,DIESEL,306.870000000,MW
BAU_Extreme,2049,FUEL OIL,1891.750000000,MW
BAU_Extreme,2049,GAS,898.320000000,MW
BAU_Extreme,2049,IMPORTS,510.000000000,MW
BAU_Extreme,2049,OTHER,0.000000000,MW
BAU_Extreme,2050,HYDRO,13744.570000000,MW
BAU_Extreme,2050,PV,2321.600000000,MW
BAU_Extreme,2050,WIND,1934.980000000,MW
BAU_Extreme,2050,GEOTHERMAL,746.000000000,MW
BAU_Extreme,2050,BIOENERGY,105.500000000,MW
BAU_Extreme,2050,DIESEL,287.900000000,MW
