Hydrology,Scenario,w,Year,Tech,Capacity_MW
Adverse,BRIDGE,w2,2046,HYDRO,9902
Adverse,BRIDGE,w2,2046,NUCLEAR,0
Adverse,BRIDGE,w2,2046,PV,5368
Adverse,BRIDGE,w2,2046,WIND,1505
Adverse,BRIDGE,w2,2047,BIOENERGY,600
Adverse,BRIDGE,w2,2047,DIESEL,0
Adverse,BRIDGE,w2,2047,FUEL OIL,1500
Adverse,BRIDGE,w2,2047,GAS,1900
Adverse,BRIDGE,w2,2047,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2047,HYDRO,9902
Adverse,BRIDGE,w2,2047,NUCLEAR,0
Adverse,BRIDGE,w2,2047,PV,5368
Adverse,BRIDGE,w2,2047,WIND,1505
Adverse,BRIDGE,w2,2048,BIOENERGY,600
Adverse,BRIDGE,w2,2048,DIESEL,0
Adverse,BRIDGE,w2,2048,FUEL OIL,1500
Adverse,BRIDGE,w2,2048,GAS,1900
Adverse,BRIDGE,w2,2048,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2048,HYDRO,9902
Adverse,BRIDGE,w2,2048,NUCLEAR,0
Adverse,BRIDGE,w2,2048,PV,5368
Adverse,BRIDGE,w2,2048,WIND,1505
Adverse,BRIDGE,w2,2049,BIOENERGY,600
Adverse,BRIDGE,w2,2049,DIESEL,0
Adverse,BRIDGE,w2,2049,FUEL OIL,1500
Adverse,BRIDGE,w2,2049,GAS,1900
Adverse,BRIDGE,w2,2049,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2049,HYDRO,9902
Adverse,BRIDGE,w2,2049,NUCLEAR,0
Adverse,BRIDGE,w2,2049,PV,5368
Adverse,BRIDGE,w2,2049,WIND,1505
Adverse,BRIDGE,w2,2050,BIOENERGY,600
Adverse,BRIDGE,w2,2050,DIESEL,0
Adverse,BRIDGE,w2,2050,FUEL OIL,1500
Adverse,BRIDGE,w2,2050,GAS,1900
Adverse,BRIDGE,w2,2050,GEOTHERMAL,1000
Adverse,BRIDGE,w2,2050,HYDRO,9902
Adverse,BRIDGE,w2,2050,NUCLEAR,0
Adverse,BRIDGE,w2,2050,PV,5368
Adverse,BRIDGE,w2,2050,WIND,1505
Adverse,NZT,w1,2025,BIOENERGY,150
Adverse,NZT,w1,2025,DIESEL,850
Adverse,NZT,w1,2025,FUEL OIL,1420
Adverse,NZT,w1,2025,GAS,475.36
Adverse,NZT,w1,2025,GEOTHERMAL,0
Adverse,NZT,w1,2025,HYDRO,5258
Adverse,NZT,w1,2025,NUCLEAR,0
Adverse,NZT,w1,2025,PV,1350
Adverse,NZT,w1,2025,WIND,455
Adverse,NZT,w1,2026,BIOENERGY,350
Adverse,NZT,w1,2026,DIESEL,850
Adverse,NZT,w1,2026,FUEL OIL,1420
Adverse,NZT,w1,2026,GAS,475.36
Adverse,NZT,w1,2026,GEOTHERMAL,200
Adverse,NZT,w1,2026,HYDRO,5757
Adverse,NZT,w1,2026,NUCLEAR,0
Adverse,NZT,w1,2026,PV,1668
Adverse,NZT,w1,2026,WIND,455
Adverse,NZT,w1,2027,BIOENERGY,550
Adverse,NZT,w1,2027,DIESEL,850
Adverse,NZT,w1,2027,FUEL OIL,1420
Adverse,NZT,w1,2027,GAS,475.36
Adverse,NZT,w1,2027,GEOTHERMAL,400
Adverse,NZT,w1,2027,HYDRO,6157
Adverse,NZT,w1,2027,NUCLEAR,0
Adverse,NZT,w1,2027,PV,1918
Adverse,NZT,w1,2027,WIND,580
Adverse,NZT,w1,2028,BIOENERGY,550
Adverse,NZT,w1,2028,DIESEL,850
Adverse,NZT,w1,2028,FUEL OIL,1420
Adverse,NZT,w1,2028,GAS,875.36
Adverse,NZT,w1,2028,GEOTHERMAL,600
Adverse,NZT,w1,2028,HYDRO,6157
Adverse,NZT,w1,2028,NUCLEAR,0
Adverse,NZT,w1,2028,PV,2168
Adverse,NZT,w1,2028,WIND,705
Adverse,NZT,w1,2029,BIOENERGY,550
Adverse,NZT,w1,2029,DIESEL,850
Adverse,NZT,w1,2029,FUEL OIL,820
Adverse,NZT,w1,2029,GAS,875.36
Adverse,NZT,w1,2029,GEOTHERMAL,1000
Adverse,NZT,w1,2029,HYDRO,6307
Adverse,NZT,w1,2029,NUCLEAR,0
Adverse,NZT,w1,2029,PV,2418
Adverse,NZT,w1,2029,WIND,830
Adverse,NZT,w1,2030,BIOENERGY,550
Adverse,NZT,w1,2030,DIESEL,850
Adverse,NZT,w1,2030,FUEL OIL,720
Adverse,NZT,w1,2030,GAS,1175.36
Adverse,NZT,w1,2030,GEOTHERMAL,1000
Adverse,NZT,w1,2030,HYDRO,6307
Adverse,NZT,w1,2030,NUCLEAR,0
Adverse,NZT,w1,2030,PV,2418
Adverse,NZT,w1,2030,WIND,955
Adverse,NZT,w1,2031,BIOENERGY,750
Adverse,NZT,w1,2031,DIESEL,850
Adverse,NZT,w1,2031,FUEL OIL,720
Adverse,NZT,w1,2031,GAS,1175.36
Adverse,NZT,w1,2031,GEOTHERMAL,1000
Adverse,NZT,w1,2031,HYDRO,6307
Adverse,NZT,w1,2031,NUCLEAR,0
Adverse,NZT,w1,2031,PV,2418
Adverse,NZT,w1,2031,WIND,1080
Adverse,NZT,w1,2032,BIOENERGY,750
Adverse,NZT,w1,2032,DIESEL,850
Adverse,NZT,w1,2032,FUEL OIL,720
Adverse,NZT,w1,2032,GAS,1175.36
Adverse,NZT,w1,2032,GEOTHERMAL,1000
Adverse,NZT,w1,2032,HYDRO,6307
Adverse,NZT,w1,2032,NUCLEAR,0
Adverse,NZT,w1,2032,PV,3168
Adverse,NZT,w1,2032,WIND,1205
Adverse,NZT,w1,2033,BIOENERGY,750
Adverse,NZT,w1,2033,DIESEL,850
Adverse,NZT,w1,2033,FUEL OIL,720
Adverse,NZT,w1,2033,GAS,1175.36
Adverse,NZT,w1,2033,GEOTHERMAL,1000
Adverse,NZT,w1,2033,HYDRO,6307
Adverse,NZT,w1,2033,NUCLEAR,0
Adverse,NZT,w1,2033,PV,4168
Adverse,NZT,w1,2033,WIND,1330
Adverse,NZT,w1,2034,BIOENERGY,750
Adverse,NZT,w1,2034,DIESEL,850
Adverse,NZT,w1,2034,FUEL OIL,720
Adverse,NZT,w1,2034,GAS,1175.36
Adverse,NZT,w1,2034,GEOTHERMAL,1000
Adverse,NZT,w1,2034,HYDRO,6307
Adverse,NZT,w1,2034,NUCLEAR,0
Adverse,NZT,w1,2034,PV,4918
Adverse,NZT,w1,2034,WIND,1455
Adverse,NZT,w1,2035,BIOENERGY,750
Adverse,NZT,w1,2035,DIESEL,550
Adverse,NZT,w1,2035,FUEL OIL,720
Adverse,NZT,w1,2035,GAS,1175.36
Adverse,NZT,w1,2035,GEOTHERMAL,1000
Adverse,NZT,w1,2035,HYDRO,6307
Adverse,NZT,w1,2035,NUCLEAR,0
Adverse,NZT,w1,2035,PV,5168
Adverse,NZT,w1,2035,WIND,1455
Adverse,NZT,w1,2036,BIOENERGY,750
Adverse,NZT,w1,2036,DIESEL,550
Adverse,NZT,w1,2036,FUEL OIL,720
Adverse,NZT,w1,2036,GAS,1175.36
Adverse,NZT,w1,2036,GEOTHERMAL,1000
Adverse,NZT,w1,2036,HYDRO,6307
Adverse,NZT,w1,2036,NUCLEAR,0
Adverse,NZT,w1,2036,PV,5418
Adverse,NZT,w1,2036,WIND,1580
Adverse,NZT,w1,2037,BIOENERGY,750
Adverse,NZT,w1,2037,DIESEL,550
Adverse,NZT,w1,2037,FUEL OIL,720
Adverse,NZT,w1,2037,GAS,1175.36
Adverse,NZT,w1,2037,GEOTHERMAL,1000
Adverse,NZT,w1,2037,HYDRO,6907
Adverse,NZT,w1,2037,NUCLEAR,0
Adverse,NZT,w1,2037,PV,5418
Adverse,NZT,w1,2037,WIND,1580
Adverse,NZT,w1,2038,BIOENERGY,950
Adverse,NZT,w1,2038,DIESEL,550
Adverse,NZT,w1,2038,FUEL OIL,720
Adverse,NZT,w1,2038,GAS,1175.36
Adverse,NZT,w1,2038,GEOTHERMAL,1000
Adverse,NZT,w1,2038,HYDRO,7207
Adverse,NZT,w1,2038,NUCLEAR,0
Adverse,NZT,w1,2038,PV,5418
Adverse,NZT,w1,2038,WIND,1580
Adverse,NZT,w1,2039,BIOENERGY,1150
Adverse,NZT,w1,2039,DIESEL,550
Adverse,NZT,w1,2039,FUEL OIL,720
Adverse,NZT,w1,2039,GAS,1175.36
Adverse,NZT,w1,2039,GEOTHERMAL,1000
Adverse,NZT,w1,2039,HYDRO,7807
Adverse,NZT,w1,2039,NUCLEAR,0
Adverse,NZT,w1,2039,PV,5418
Adverse,NZT,w1,2039,WIND,1580
Adverse,NZT,w1,2040,BIOENERGY,1150
Adverse,NZT,w1,2040,DIESEL,300
Adverse,NZT,w1,2040,FUEL OIL,720
Adverse,NZT,w1,2040,GAS,1175.36
Adverse,NZT,w1,2040,GEOTHERMAL,1000
Adverse,NZT,w1,2040,HYDRO,8107
Adverse,NZT,w1,2040,NUCLEAR,0
Adverse,NZT,w1,2040,PV,5418
Adverse,NZT,w1,2040,WIND,1580
Adverse,NZT,w1,2041,BIOENERGY,1150
Adverse,NZT,w1,2041,DIESEL,300
Adverse,NZT,w1,2041,FUEL OIL,720
Adverse,NZT,w1,2041,GAS,1175.36
Adverse,NZT,w1,2041,GEOTHERMAL,1000
Adverse,NZT,w1,2041,HYDRO,8707
Adverse,NZT,w1,2041,NUCLEAR,0
Adverse,NZT,w1,2041,PV,5418
Adverse,NZT,w1,2041,WIND,1580
Adverse,NZT,w1,2042,BIOENERGY,1150
Adverse,NZT,w1,2042,DIESEL,300
Adverse,NZT,w1,2042,FUEL OIL,720
Adverse,NZT,w1,2042,GAS,1175.36
Adverse,NZT,w1,2042,GEOTHERMAL,1000
Adverse,NZT,w1,2042,HYDRO,9302
Adverse,NZT,w1,2042,NUCLEAR,0
Adverse,NZT,w1,2042,PV,5418
Adverse,NZT,w1,2042,WIND,1580
Adverse,NZT,w1,2043,BIOENERGY,1150
Adverse,NZT,w1,2043,DIESEL,300
Adverse,NZT,w1,2043,FUEL OIL,720
Adverse,NZT,w1,2043,GAS,1175.36
Adverse,NZT,w1,2043,GEOTHERMAL,1000
Adverse,NZT,w1,2043,HYDRO,9302
Adverse,NZT,w1,2043,NUCLEAR,500
Adverse,NZT,w1,2043,PV,5418
Adverse,NZT,w1,2043,WIND,1580
Adverse,NZT,w1,2044,BIOENERGY,1150
Adverse,NZT,w1,2044,DIESEL,300
Adverse,NZT,w1,2044,FUEL OIL,720
Adverse,NZT,w1,2044,GAS,1175.36
Adverse,NZT,w1,2044,GEOTHERMAL,1000
Adverse,NZT,w1,2044,HYDRO,10502
Adverse,NZT,w1,2044,NUCLEAR,500
Adverse,NZT,w1,2044,PV,5418
Adverse,NZT,w1,2044,WIND,1580
Adverse,NZT,w1,2045,BIOENERGY,1000
Adverse,NZT,w1,2045,DIESEL,0
Adverse,NZT,w1,2045,FUEL OIL,0
Adverse,NZT,w1,2045,GAS,700
Adverse,NZT,w1,2045,GEOTHERMAL,1000
Adverse,NZT,w1,2045,HYDRO,12002
Adverse,NZT,w1,2045,NUCLEAR,500
Adverse,NZT,w1,2045,PV,5368
Adverse,NZT,w1,2045,WIND,1505
Adverse,NZT,w1,2046,BIOENERGY,1000
Adverse,NZT,w1,2046,DIESEL,0
Adverse,NZT,w1,2046,FUEL OIL,0
Adverse,NZT,w1,2046,GAS,700
Adverse,NZT,w1,2046,GEOTHERMAL,1000
Adverse,NZT,w1,2046,HYDRO,12002
Adverse,NZT,w1,2046,NUCLEAR,500
Adverse,NZT,w1,2046,PV,5368
Adverse,NZT,w1,2046,WIND,1505
Adverse,NZT,w1,2047,BIOENERGY,1000
Adverse,NZT,w1,2047,DIESEL,0
Adverse,NZT,w1,2047,FUEL OIL,0
Adverse,NZT,w1,2047,GAS,700
Adverse,NZT,w1,2047,GEOTHERMAL,1000
Adverse,NZT,w1,2047,HYDRO,12002
Adverse,NZT,w1,2047,NUCLEAR,500
Adverse,NZT,w1,2047,PV,5368
Adverse,NZT,w1,2047,WIND,1505
Adverse,NZT,w1,2048,BIOENERGY,1000
Adverse,NZT,w1,2048,DIESEL,0
Adverse,NZT,w1,2048,FUEL OIL,0
Adverse,NZT,w1,2048,GAS,700
Adverse,NZT,w1,2048,GEOTHERMAL,1000
Adverse,NZT,w1,2048,HYDRO,12002
Adverse,NZT,w1,2048,NUCLEAR,500
Adverse,NZT,w1,2048,PV,5368
Adverse,NZT,w1,2048,WIND,1505
Adverse,NZT,w1,2049,BIOENERGY,1000
Adverse,NZT,w1,2049,DIESEL,0
Adverse,NZT,w1,2049,FUEL OIL,0
Adverse,NZT,w1,2049,GAS,1000
Adverse,NZT,w1,2049,GEOTHERMAL,1000
Adverse,NZT,w1,2049,HYDRO,12002
Adverse,NZT,w1,2049,NUCLEAR,500
Adverse,NZT,w1,2049,PV,5368
Adverse,NZT,w1,2049,WIND,1505
Adverse,NZT,w1,2050,BIOENERGY,1000
Adverse,NZT,w1,2050,DIESEL,0
Adverse,NZT,w1,2050,FUEL OIL,0
Adverse,NZT,w1,2050,GAS,1000
Adverse,NZT,w1,2050,GEOTHERMAL,1000
Adverse,NZT,w1,2050,HYDRO,12002
Adverse,NZT,w1,2050,NUCLEAR,500
Adverse,NZT,w1,2050,PV,5368
Adverse,NZT,w1,2050,WIND,1505
