Hydrology,Scenario,w,Component,MUSD
Baseline,REF,w34,OpCostGen,8416.458822
Baseline,REF,w35,OpCostGen,8371.993075
Baseline,REF,w36,OpCostGen,7392.12431
Baseline,REF,w37,OpCostGen,7703.470121
Baseline,REF,w38,OpCostGen,8203.849606
Baseline,REF,w39,OpCostGen,7077.709575
Baseline,REF,w4,OpCostGen,6983.314203
Baseline,REF,w40,OpCostGen,7205.778802
Baseline,REF,w41,OpCostGen,7858.408584
Baseline,REF,w42,OpCostGen,7750.922858
Baseline,REF,w43,OpCostGen,8165.99563
Baseline,REF,w44,OpCostGen,7849.625379
Baseline,REF,w45,OpCostGen,7117.996989
Baseline,REF,w46,OpCostGen,8287.793821
Baseline,REF,w47,OpCostGen,8441.671284
Baseline,REF,w48,OpCostGen,6628.073998
Baseline,REF,w49,OpCostGen,8569.34585
Baseline,REF,w5,OpCostGen,8333.438845
Baseline,REF,w50,OpCostGen,7765.189326
Baseline,REF,w51,OpCostGen,8669.011425
Baseline,REF,w52,OpCostGen,8099.971333
Baseline,REF,w53,OpCostGen,7276.455521
Baseline,REF,w54,OpCostGen,7905.702598
Baseline,REF,w55,OpCostGen,7618.440842
Baseline,REF,w56,OpCostGen,6749.359838
Baseline,REF,w57,OpCostGen,8545.343247
Baseline,REF,w58,OpCostGen,7351.89467
Baseline,REF,w59,OpCostGen,7466.391979
Baseline,REF,w6,OpCostGen,6001.104636
Baseline,REF,w60,OpCostGen,7118.170495
Baseline,REF,w61,OpCostGen,8357.535108
Baseline,REF,w62,OpCostGen,7913.067031
Baseline,REF,w63,OpCostGen,7490.561409
Baseline,REF,w64,OpCostGen,7399.358262
Baseline,REF,w65,OpCostGen,7584.833758
Baseline,REF,w66,OpCostGen,7330.370835
Baseline,REF,w67,OpCostGen,7646.484712
Baseline,REF,w68,OpCostGen,7538.98491
Baseline,REF,w69,OpCostGen,8423.005292
Baseline,REF,w7,OpCostGen,8057.816622
Baseline,REF,w70,OpCostGen,7669.815093
Baseline,REF,w71,OpCostGen,8141.07751
Baseline,REF,w72,OpCostGen,8421.89307
Baseline,REF,w73,OpCostGen,7933.101807
Baseline,REF,w74,OpCostGen,7772.905722
Baseline,REF,w75,OpCostGen,7888.434811
Baseline,REF,w76,OpCostGen,5249.839248
Baseline,REF,w77,OpCostGen,7235.323497
Baseline,REF,w78,OpCostGen,7170.100636
Baseline,REF,w79,OpCostGen,9602.332463
Baseline,REF,w8,OpCostGen,6648.732333
Baseline,REF,w80,OpCostGen,7693.67699
Baseline,REF,w81,OpCostGen,6915.72365
Baseline,REF,w82,OpCostGen,7223.329379
Baseline,REF,w83,OpCostGen,7902.802068
Baseline,REF,w84,OpCostGen,7466.719152
Baseline,REF,w85,OpCostGen,7720.04457
Baseline,REF,w86,OpCostGen,7846.474621
Baseline,REF,w87,OpCostGen,7741.571873
Baseline,REF,w88,OpCostGen,6929.805292
Baseline,REF,w89,OpCostGen,7736.322039
Baseline,REF,w9,OpCostGen,6975.721304
Baseline,REF,w90,OpCostGen,8931.371057
Baseline,REF,w91,OpCostGen,7526.534684
Baseline,REF,w92,OpCostGen,7890.096001
Baseline,REF,w93,OpCostGen,7742.09036
Baseline,REF,w94,OpCostGen,7034.398112
Baseline,REF,w95,OpCostGen,8701.95264
Baseline,REF,w96,OpCostGen,7505.663504
Baseline,REF,w97,OpCostGen,7013.434683
Baseline,REF,w98,OpCostGen,7453.164117
Baseline,REF,w99,OpCostGen,7905.285326
Baseline,BRIDGE,w1,PNSCost,2.690949794
Baseline,BRIDGE,w10,PNSCost,9.598525435
Baseline,BRIDGE,w100,PNSCost,16.84789676
Baseline,BRIDGE,w11,PNSCost,16.63351609
Baseline,BRIDGE,w12,PNSCost,6.259672271
Baseline,BRIDGE,w13,PNSCost,0.2828110349
Baseline,BRIDGE,w14,PNSCost,18.67012471
Baseline,BRIDGE,w15,PNSCost,24.4263295
Baseline,BRIDGE,w16,PNSCost,4.281607225
Baseline,BRIDGE,w17,PNSCost,3.215962883
Baseline,BRIDGE,w18,PNSCost,0.9141708723
Baseline,BRIDGE,w19,PNSCost,26.08039329
Baseline,BRIDGE,w2,PNSCost,23.01788743
Baseline,BRIDGE,w20,PNSCost,0.7387410063
Baseline,BRIDGE,w21,PNSCost,0
Baseline,BRIDGE,w22,PNSCost,1.956700655
Baseline,BRIDGE,w23,PNSCost,1.290750868
Baseline,BRIDGE,w24,PNSCost,0
Baseline,BRIDGE,w25,PNSCost,30.00403926
Baseline,BRIDGE,w26,PNSCost,0
Baseline,BRIDGE,w27,PNSCost,3.725261912
Baseline,BRIDGE,w28,PNSCost,7.507705619
Baseline,BRIDGE,w29,PNSCost,0
Baseline,BRIDGE,w3,PNSCost,42.40262032
Baseline,BRIDGE,w30,PNSCost,0.8514926444
Baseline,BRIDGE,w31,PNSCost,2.72080011
Baseline,BRIDGE,w32,PNSCost,0.6308809127
Baseline,BRIDGE,w33,PNSCost,24.00016106
Baseline,BRIDGE,w34,PNSCost,8.486350534
Baseline,BRIDGE,w35,PNSCost,1.649976679
Baseline,BRIDGE,w36,PNSCost,1.645114154
Baseline,BRIDGE,w37,PNSCost,2.24241444
Baseline,BRIDGE,w38,PNSCost,2.440097236
Baseline,BRIDGE,w39,PNSCost,0
Baseline,BRIDGE,w4,PNSCost,0.3039523078
Baseline,BRIDGE,w40,PNSCost,0
Baseline,BRIDGE,w41,PNSCost,2.757864133
Baseline,BRIDGE,w42,PNSCost,1.45352928
Baseline,BRIDGE,w43,PNSCost,17.29757079
Baseline,BRIDGE,w44,PNSCost,24.0656792
Baseline,BRIDGE,w45,PNSCost,1.522731726
Baseline,BRIDGE,w46,PNSCost,0.08096212973
Baseline,BRIDGE,w47,PNSCost,1.995764593
Baseline,BRIDGE,w48,PNSCost,0
Baseline,BRIDGE,w49,PNSCost,11.60748261
Baseline,BRIDGE,w5,PNSCost,0
Baseline,BRIDGE,w50,PNSCost,4.793662485
Baseline,BRIDGE,w51,PNSCost,5.400477997
Baseline,BRIDGE,w52,PNSCost,9.408432901
Baseline,BRIDGE,w53,PNSCost,11.95362678
Baseline,BRIDGE,w54,PNSCost,2.269996027
Baseline,BRIDGE,w55,PNSCost,1.329991392
Baseline,BRIDGE,w56,PNSCost,0
Baseline,BRIDGE,w57,PNSCost,2.472361288
Baseline,BRIDGE,w58,PNSCost,21.37901303
Baseline,BRIDGE,w59,PNSCost,2.041208787
Baseline,BRIDGE,w6,PNSCost,6.75438843
Baseline,BRIDGE,w60,PNSCost,0
Baseline,BRIDGE,w61,PNSCost,25.84855516
Baseline,BRIDGE,w62,PNSCost,1.585430773
Baseline,BRIDGE,w63,PNSCost,1.080553035
Baseline,BRIDGE,w64,PNSCost,7.2157821
Baseline,BRIDGE,w65,PNSCost,4.348247189
Baseline,BRIDGE,w66,PNSCost,6.222259046
Baseline,BRIDGE,w67,PNSCost,2.194560519
Baseline,BRIDGE,w68,PNSCost,6.182114437
Baseline,BRIDGE,w69,PNSCost,12.39668632
Baseline,BRIDGE,w7,PNSCost,13.44340697
Baseline,BRIDGE,w70,PNSCost,12.26470164
Baseline,BRIDGE,w71,PNSCost,17.75360882
Baseline,BRIDGE,w72,PNSCost,1.2996815
Baseline,BRIDGE,w73,PNSCost,0
Baseline,BRIDGE,w74,PNSCost,1.841427695
Baseline,BRIDGE,w75,PNSCost,1.003399894
Baseline,BRIDGE,w76,PNSCost,3.871300463
Baseline,BRIDGE,w77,PNSCost,31.08815923
Baseline,BRIDGE,w78,PNSCost,1.784000301
Baseline,BRIDGE,w79,PNSCost,21.56532172
Baseline,BRIDGE,w8,PNSCost,41.28736302
Baseline,BRIDGE,w80,PNSCost,34.20463519
Baseline,BRIDGE,w81,PNSCost,25.54871862
Baseline,BRIDGE,w82,PNSCost,20.16783008
Baseline,BRIDGE,w83,PNSCost,18.73559335
Baseline,BRIDGE,w84,PNSCost,28.32334555
Baseline,BRIDGE,w85,PNSCost,8.208566626
Baseline,BRIDGE,w86,PNSCost,35.8915467
Baseline,BRIDGE,w87,PNSCost,14.10555669
Baseline,BRIDGE,w88,PNSCost,0.9052170353
Baseline,BRIDGE,w89,PNSCost,0.05877190874
Baseline,BRIDGE,w9,PNSCost,6.169538753
Baseline,BRIDGE,w90,PNSCost,0
Baseline,BRIDGE,w91,PNSCost,5.564482783
Baseline,BRIDGE,w92,PNSCost,0.4338802874
Baseline,BRIDGE,w93,PNSCost,0
Baseline,BRIDGE,w94,PNSCost,14.74545325
Baseline,BRIDGE,w95,PNSCost,12.49044719
Baseline,BRIDGE,w96,PNSCost,2.349308503
Baseline,BRIDGE,w97,PNSCost,4.137832278
Baseline,BRIDGE,w98,PNSCost,2.172768569
Baseline,BRIDGE,w99,PNSCost,0.5546896947
Baseline,NZT,w1,PNSCost,18.04661437
Baseline,NZT,w10,PNSCost,1.949661906
Baseline,NZT,w100,PNSCost,9.903849994
Baseline,NZT,w11,PNSCost,17.35637109
Baseline,NZT,w12,PNSCost,0
Baseline,NZT,w13,PNSCost,5.226221737
Baseline,NZT,w14,PNSCost,52.53621963
Baseline,NZT,w15,PNSCost,31.56652307
Baseline,NZT,w16,PNSCost,4.08584179
Baseline,NZT,w17,PNSCost,43.56160896
Baseline,NZT,w18,PNSCost,14.15050241
Baseline,NZT,w19,PNSCost,2.914914963
Baseline,NZT,w2,PNSCost,31.63181569
Baseline,NZT,w20,PNSCost,0
Baseline,NZT,w21,PNSCost,0
Baseline,NZT,w22,PNSCost,8.936864351
Baseline,NZT,w23,PNSCost,4.644532102
Baseline,NZT,w24,PNSCost,2.710513989
Baseline,NZT,w25,PNSCost,107.1568811
Baseline,NZT,w26,PNSCost,0
Baseline,NZT,w27,PNSCost,7.512490505
Baseline,NZT,w28,PNSCost,0
Baseline,NZT,w29,PNSCost,0.2267134508
Baseline,NZT,w3,PNSCost,7.135063772
Baseline,NZT,w30,PNSCost,12.58449973
Baseline,NZT,w31,PNSCost,23.73452781
Baseline,NZT,w32,PNSCost,20.79372394
Baseline,NZT,w33,PNSCost,19.23489111
Baseline,NZT,w34,PNSCost,5.926029648
Baseline,NZT,w35,PNSCost,4.119053013
Baseline,NZT,w36,PNSCost,4.707440005
Baseline,NZT,w37,PNSCost,3.675948462
Baseline,NZT,w38,PNSCost,4.700677766
Baseline,NZT,w39,PNSCost,13.80437926
Baseline,NZT,w4,PNSCost,4.759662243
Baseline,NZT,w40,PNSCost,29.66139776
Baseline,NZT,w41,PNSCost,0
Baseline,NZT,w42,PNSCost,30.53042415
Baseline,NZT,w43,PNSCost,0.3050674252
Baseline,NZT,w44,PNSCost,1.364612845
Baseline,NZT,w45,PNSCost,34.40956031
Baseline,NZT,w46,PNSCost,4.392422338
Baseline,NZT,w47,PNSCost,14.40965695
Baseline,NZT,w48,PNSCost,0
Baseline,NZT,w49,PNSCost,67.34513989
Baseline,NZT,w5,PNSCost,2.0844204
Baseline,NZT,w50,PNSCost,5.776114841
Baseline,NZT,w51,PNSCost,3.095265605
Baseline,NZT,w52,PNSCost,0
Baseline,NZT,w53,PNSCost,3.194886946
Baseline,NZT,w54,PNSCost,6.88016733
Baseline,NZT,w55,PNSCost,1.688075173
Baseline,NZT,w56,PNSCost,16.7592182
Baseline,NZT,w57,PNSCost,5.022611983
Baseline,NZT,w58,PNSCost,9.233850549
Baseline,NZT,w59,PNSCost,4.365076536
Baseline,NZT,w6,PNSCost,0
Baseline,NZT,w60,PNSCost,10.61145725
Baseline,NZT,w61,PNSCost,5.313882108
Baseline,NZT,w62,PNSCost,13.35220348
Baseline,NZT,w63,PNSCost,1.807675055
Baseline,NZT,w64,PNSCost,31.18953342
Baseline,NZT,w65,PNSCost,9.669499627
Baseline,NZT,w66,PNSCost,2.762178623
Baseline,NZT,w67,PNSCost,4.869126876
Baseline,NZT,w68,PNSCost,19.33094797
Baseline,NZT,w69,PNSCost,6.742450289
Baseline,NZT,w7,PNSCost,12.46228119
Baseline,NZT,w70,PNSCost,1.582688253
Baseline,NZT,w71,PNSCost,30.48776255
Baseline,NZT,w72,PNSCost,0.5598485182
Baseline,NZT,w73,PNSCost,22.49075327
Baseline,NZT,w74,PNSCost,48.75574017
Baseline,NZT,w75,PNSCost,6.929704711
Baseline,NZT,w76,PNSCost,18.14094673
Baseline,NZT,w77,PNSCost,1.805749436
Baseline,NZT,w78,PNSCost,3.249904964
Baseline,NZT,w79,PNSCost,5.016478806
Baseline,NZT,w8,PNSCost,0
Baseline,NZT,w80,PNSCost,11.86204467
Baseline,NZT,w81,PNSCost,7.475754137
Baseline,NZT,w82,PNSCost,20.7983581
Baseline,NZT,w83,PNSCost,8.302144253
Baseline,NZT,w84,PNSCost,6.639093252
Baseline,NZT,w85,PNSCost,28.92803821
Baseline,NZT,w86,PNSCost,8.506473047
Baseline,NZT,w87,PNSCost,11.70693579
Baseline,NZT,w88,PNSCost,0
Baseline,NZT,w89,PNSCost,2.057202056
Baseline,NZT,w9,PNSCost,4.211227108
Baseline,NZT,w90,PNSCost,13.7292499
Baseline,NZT,w91,PNSCost,9.465610075
Baseline,NZT,w92,PNSCost,4.909145394
Baseline,NZT,w93,PNSCost,6.43594542
Baseline,NZT,w94,PNSCost,6.866253185
Baseline,NZT,w95,PNSCost,4.051631571
Baseline,NZT,w96,PNSCost,2.349308503
Baseline,NZT,w97,PNSCost,0
Baseline,NZT,w98,PNSCost,19.42882474
Baseline,NZT,w99,PNSCost,9.188315654
Baseline,REF,w1,PNSCost,1.981187853
Baseline,REF,w10,PNSCost,1.036001885
Baseline,REF,w100,PNSCost,22.96889881
Baseline,REF,w11,PNSCost,2.60408995
Baseline,REF,w12,PNSCost,77.44775616
Baseline,REF,w13,PNSCost,16.30247933
Baseline,REF,w14,PNSCost,13.15114173
Baseline,REF,w15,PNSCost,17.12114539
Baseline,REF,w16,PNSCost,8.861657417
Baseline,REF,w17,PNSCost,0
Baseline,REF,w18,PNSCost,8.975136609
Baseline,REF,w19,PNSCost,34.92659588
Baseline,REF,w2,PNSCost,24.58457785
Baseline,REF,w20,PNSCost,23.61554
Baseline,REF,w21,PNSCost,25.35871777
Baseline,REF,w22,PNSCost,8.852558215
Baseline,REF,w23,PNSCost,11.87690703
Baseline,REF,w24,PNSCost,42.77124338
Baseline,REF,w25,PNSCost,19.04864144
Baseline,REF,w26,PNSCost,0
Baseline,REF,w27,PNSCost,120.2199987
Baseline,REF,w28,PNSCost,42.60091204
Baseline,REF,w29,PNSCost,0.2267134508
Baseline,REF,w3,PNSCost,12.81302906
Baseline,REF,w30,PNSCost,2.094476453
Baseline,REF,w31,PNSCost,0.1269761073
Baseline,REF,w32,PNSCost,11.15809154
Baseline,REF,w33,PNSCost,1.361750906
Baseline,REF,w34,PNSCost,0
Baseline,REF,w35,PNSCost,133.1355151
Baseline,REF,w36,PNSCost,7.157387346
Baseline,REF,w37,PNSCost,13.86613043
Baseline,REF,w38,PNSCost,1.721196982
Baseline,REF,w39,PNSCost,5.031849819
Baseline,REF,w4,PNSCost,6.404288489
Baseline,REF,w40,PNSCost,11.94360216
Baseline,REF,w41,PNSCost,15.07113873
Baseline,REF,w42,PNSCost,1.587243758
Baseline,REF,w43,PNSCost,3.412921433
Baseline,REF,w44,PNSCost,16.97081063
Baseline,REF,w45,PNSCost,6.967602717
Baseline,REF,w46,PNSCost,74.5165077
Baseline,REF,w47,PNSCost,24.6036329
Baseline,REF,w48,PNSCost,1.036001885
Baseline,REF,w49,PNSCost,30.80158263
Baseline,REF,w5,PNSCost,32.9532142
Baseline,REF,w50,PNSCost,21.46571758
Baseline,REF,w51,PNSCost,52.58643399
Baseline,REF,w52,PNSCost,14.45467504
Baseline,REF,w53,PNSCost,1.639508327
Baseline,REF,w54,PNSCost,1.036001885
Baseline,REF,w55,PNSCost,26.09264894
Baseline,REF,w56,PNSCost,2.142939329
Baseline,REF,w57,PNSCost,1.445992456
Baseline,REF,w58,PNSCost,1.036001885
Baseline,REF,w59,PNSCost,2.21426128
Baseline,REF,w6,PNSCost,6.704674312
Baseline,REF,w60,PNSCost,2.705560042
Baseline,REF,w61,PNSCost,45.78654899
Baseline,REF,w62,PNSCost,2.181477403
Baseline,REF,w63,PNSCost,10.92520822
Baseline,REF,w64,PNSCost,2.480303511
Baseline,REF,w65,PNSCost,35.89976498
Baseline,REF,w66,PNSCost,28.28190632
Baseline,REF,w67,PNSCost,3.116275256
Baseline,REF,w68,PNSCost,13.15290049
Baseline,REF,w69,PNSCost,23.09757866
Baseline,REF,w7,PNSCost,15.40235298
Baseline,REF,w70,PNSCost,0.9918492478
Baseline,REF,w71,PNSCost,22.01661244
Baseline,REF,w72,PNSCost,14.54780973
Baseline,REF,w73,PNSCost,23.17014696
Baseline,REF,w74,PNSCost,10.87855314
Baseline,REF,w75,PNSCost,12.89379806
Baseline,REF,w76,PNSCost,2.690668921
Baseline,REF,w77,PNSCost,9.973360745
Baseline,REF,w78,PNSCost,6.973431349
Baseline,REF,w79,PNSCost,9.733906584
Baseline,REF,w8,PNSCost,14.2345199
Baseline,REF,w80,PNSCost,13.38042829
Baseline,REF,w81,PNSCost,5.423527093
Baseline,REF,w82,PNSCost,21.57336951
Baseline,REF,w83,PNSCost,1.036001885
Baseline,REF,w84,PNSCost,1.656428725
Baseline,REF,w85,PNSCost,1.580870031
Baseline,REF,w86,PNSCost,44.76350314
Baseline,REF,w87,PNSCost,33.86596222
Baseline,REF,w88,PNSCost,9.060459902
Baseline,REF,w89,PNSCost,3.751529785
Baseline,REF,w9,PNSCost,18.1136636
Baseline,REF,w90,PNSCost,23.2983589
Baseline,REF,w91,PNSCost,15.11381734
Baseline,REF,w92,PNSCost,18.04918648
Baseline,REF,w93,PNSCost,19.07695895
Baseline,REF,w94,PNSCost,8.315514025
Baseline,REF,w95,PNSCost,11.69603023
Baseline,REF,w96,PNSCost,6.484136699
Baseline,REF,w97,PNSCost,6.27210275
Baseline,REF,w98,PNSCost,18.48966281
Baseline,REF,w99,PNSCost,5.393796995
Baseline,BRIDGE,w1,TransmissionCost,312.5873464
Baseline,BRIDGE,w10,TransmissionCost,313.0813707
Baseline,BRIDGE,w100,TransmissionCost,345.1330118
Baseline,BRIDGE,w11,TransmissionCost,296.2867623
Baseline,BRIDGE,w12,TransmissionCost,295.2189436
Baseline,BRIDGE,w13,TransmissionCost,295.7373022
Baseline,BRIDGE,w14,TransmissionCost,295.2189436
Baseline,BRIDGE,w15,TransmissionCost,295.7373022
Baseline,BRIDGE,w16,TransmissionCost,300.4856482
Baseline,BRIDGE,w17,TransmissionCost,328.1351261
Baseline,BRIDGE,w18,TransmissionCost,395.7373022
Baseline,BRIDGE,w19,TransmissionCost,309.6464984
Baseline,BRIDGE,w2,TransmissionCost,296.2867623
Baseline,BRIDGE,w20,TransmissionCost,397.5746543
Baseline,BRIDGE,w21,TransmissionCost,560.8721055
Baseline,BRIDGE,w22,TransmissionCost,395.7373022
Baseline,BRIDGE,w23,TransmissionCost,397.0562958
Baseline,BRIDGE,w24,TransmissionCost,399.3745688
Baseline,BRIDGE,w25,TransmissionCost,295.7373022
Baseline,BRIDGE,w26,TransmissionCost,395.7373022
Baseline,BRIDGE,w27,TransmissionCost,397.5746543
Baseline,BRIDGE,w28,TransmissionCost,318.8703608
Baseline,BRIDGE,w29,TransmissionCost,542.179329
Baseline,BRIDGE,w3,TransmissionCost,368.5823901
Baseline,BRIDGE,w30,TransmissionCost,397.5746543
Baseline,BRIDGE,w31,TransmissionCost,399.3745688
Baseline,BRIDGE,w32,TransmissionCost,395.7373022
Baseline,BRIDGE,w33,TransmissionCost,316.8183642
Baseline,BRIDGE,w34,TransmissionCost,295.7373022
Baseline,BRIDGE,w35,TransmissionCost,295.7373022
Baseline,BRIDGE,w36,TransmissionCost,396.2867623
Baseline,BRIDGE,w37,TransmissionCost,295.2189436
Baseline,BRIDGE,w38,TransmissionCost,295.7373022
Baseline,BRIDGE,w39,TransmissionCost,610.0918078
Baseline,BRIDGE,w4,TransmissionCost,295.2189436
Baseline,BRIDGE,w40,TransmissionCost,395.2189436
Baseline,BRIDGE,w41,TransmissionCost,296.2867623
Baseline,BRIDGE,w42,TransmissionCost,295.7373022
Baseline,BRIDGE,w43,TransmissionCost,295.7373022
Baseline,BRIDGE,w44,TransmissionCost,295.7373022
Baseline,BRIDGE,w45,TransmissionCost,313.0159214
Baseline,BRIDGE,w46,TransmissionCost,295.7373022
Baseline,BRIDGE,w47,TransmissionCost,396.2867623
Baseline,BRIDGE,w48,TransmissionCost,295.7373022
Baseline,BRIDGE,w49,TransmissionCost,296.2867623
Baseline,BRIDGE,w5,TransmissionCost,395.7373022
Baseline,BRIDGE,w50,TransmissionCost,295.2189436
Baseline,BRIDGE,w51,TransmissionCost,300.4548888
Baseline,BRIDGE,w52,TransmissionCost,296.2867623
Baseline,BRIDGE,w53,TransmissionCost,294.2685888
Baseline,BRIDGE,w54,TransmissionCost,295.2189436
Baseline,BRIDGE,w55,TransmissionCost,295.7373022
Baseline,BRIDGE,w56,TransmissionCost,559.8042869
Baseline,BRIDGE,w57,TransmissionCost,296.2867623
Baseline,BRIDGE,w58,TransmissionCost,295.7373022
Baseline,BRIDGE,w59,TransmissionCost,396.2867623
Baseline,BRIDGE,w6,TransmissionCost,399.6985153
Baseline,BRIDGE,w60,TransmissionCost,395.2189436
Baseline,BRIDGE,w61,TransmissionCost,295.7373022
Baseline,BRIDGE,w62,TransmissionCost,474.3993563
Baseline,BRIDGE,w63,TransmissionCost,295.7373022
Baseline,BRIDGE,w64,TransmissionCost,397.9300406
Baseline,BRIDGE,w65,TransmissionCost,295.2189436
Baseline,BRIDGE,w66,TransmissionCost,295.2189436
Baseline,BRIDGE,w67,TransmissionCost,315.8366245
Baseline,BRIDGE,w68,TransmissionCost,296.2867623
Baseline,BRIDGE,w69,TransmissionCost,296.2867623
Baseline,BRIDGE,w7,TransmissionCost,295.2189436
Baseline,BRIDGE,w70,TransmissionCost,382.4938814
Baseline,BRIDGE,w71,TransmissionCost,549.1529134
Baseline,BRIDGE,w72,TransmissionCost,299.4742957
Baseline,BRIDGE,w73,TransmissionCost,494.207018
Baseline,BRIDGE,w74,TransmissionCost,344.0649261
Baseline,BRIDGE,w75,TransmissionCost,468.2092158
Baseline,BRIDGE,w76,TransmissionCost,397.5746543
Baseline,BRIDGE,w77,TransmissionCost,310.6551029
Baseline,BRIDGE,w78,TransmissionCost,295.2189436
Baseline,BRIDGE,w79,TransmissionCost,296.2867623
Baseline,BRIDGE,w8,TransmissionCost,294.7299261
Baseline,BRIDGE,w80,TransmissionCost,317.3678243
Baseline,BRIDGE,w81,TransmissionCost,295.2189436
Baseline,BRIDGE,w82,TransmissionCost,628.5873576
Baseline,BRIDGE,w83,TransmissionCost,342.0806533
Baseline,BRIDGE,w84,TransmissionCost,333.343168
Baseline,BRIDGE,w85,TransmissionCost,295.2189436
Baseline,BRIDGE,w86,TransmissionCost,296.2867623
Baseline,BRIDGE,w87,TransmissionCost,291.2975022
Baseline,BRIDGE,w88,TransmissionCost,398.9978593
Baseline,BRIDGE,w89,TransmissionCost,423.3609259
Baseline,BRIDGE,w9,TransmissionCost,286.579634
Baseline,BRIDGE,w90,TransmissionCost,600.5283895
Baseline,BRIDGE,w91,TransmissionCost,318.5188066
Baseline,BRIDGE,w92,TransmissionCost,310.2997166
Baseline,BRIDGE,w93,TransmissionCost,396.2867623
Baseline,BRIDGE,w94,TransmissionCost,295.2189436
Baseline,BRIDGE,w95,TransmissionCost,300.4548888
Baseline,BRIDGE,w96,TransmissionCost,395.2189436
Baseline,BRIDGE,w97,TransmissionCost,398.4483992
Baseline,BRIDGE,w98,TransmissionCost,560.3226454
Baseline,BRIDGE,w99,TransmissionCost,399.3745688
Baseline,NZT,w1,TransmissionCost,505.1399062
Baseline,NZT,w10,TransmissionCost,286.579634
Baseline,NZT,w100,TransmissionCost,442.8757552
Baseline,NZT,w11,TransmissionCost,442.8757552
Baseline,NZT,w12,TransmissionCost,546.164037
Baseline,NZT,w13,TransmissionCost,286.579634
Baseline,NZT,w14,TransmissionCost,493.4438329
Baseline,NZT,w15,TransmissionCost,425.6826255
Baseline,NZT,w16,TransmissionCost,373.8545717
Baseline,NZT,w17,TransmissionCost,442.8757552
Baseline,NZT,w18,TransmissionCost,442.8757552
Baseline,NZT,w19,TransmissionCost,483.899886
Baseline,NZT,w2,TransmissionCost,452.2535225
Baseline,NZT,w20,TransmissionCost,546.164037
Baseline,NZT,w21,TransmissionCost,373.8545717
Baseline,NZT,w22,TransmissionCost,452.2535225
Baseline,NZT,w23,TransmissionCost,465.2092777
Baseline,NZT,w24,TransmissionCost,434.028805
Baseline,NZT,w25,TransmissionCost,493.3744285
Baseline,NZT,w26,TransmissionCost,373.8545717
Baseline,NZT,w27,TransmissionCost,373.8545717
Baseline,NZT,w28,TransmissionCost,558.0032521
Baseline,NZT,w29,TransmissionCost,373.8545717
Baseline,NZT,w3,TransmissionCost,452.2535225
Baseline,NZT,w30,TransmissionCost,452.2535225
Baseline,NZT,w31,TransmissionCost,286.579634
Baseline,NZT,w32,TransmissionCost,286.579634
Baseline,NZT,w33,TransmissionCost,483.899886
Baseline,NZT,w34,TransmissionCost,442.8757552
Baseline,NZT,w35,TransmissionCost,286.579634
Baseline,NZT,w36,TransmissionCost,286.579634
Baseline,NZT,w37,TransmissionCost,286.579634
Baseline,NZT,w38,TransmissionCost,286.579634
Baseline,NZT,w39,TransmissionCost,452.2535225
Baseline,NZT,w4,TransmissionCost,286.579634
Baseline,NZT,w40,TransmissionCost,452.2535225
Baseline,NZT,w41,TransmissionCost,546.164037
Baseline,NZT,w42,TransmissionCost,452.2535225
Baseline,NZT,w43,TransmissionCost,286.579634
Baseline,NZT,w44,TransmissionCost,516.5298961
Baseline,NZT,w45,TransmissionCost,471.6677791
Baseline,NZT,w46,TransmissionCost,483.899886
Baseline,NZT,w47,TransmissionCost,452.2535225
Baseline,NZT,w48,TransmissionCost,558.0032521
Baseline,NZT,w49,TransmissionCost,434.028805
Baseline,NZT,w5,TransmissionCost,286.579634
Baseline,NZT,w50,TransmissionCost,469.4484429
Baseline,NZT,w51,TransmissionCost,286.579634
Baseline,NZT,w52,TransmissionCost,558.0032521
Baseline,NZT,w53,TransmissionCost,286.579634
Baseline,NZT,w54,TransmissionCost,442.8757552
Baseline,NZT,w55,TransmissionCost,286.579634
Baseline,NZT,w56,TransmissionCost,442.8757552
Baseline,NZT,w57,TransmissionCost,286.579634
Baseline,NZT,w58,TransmissionCost,286.579634
Baseline,NZT,w59,TransmissionCost,452.2535225
Baseline,NZT,w6,TransmissionCost,558.0032521
Baseline,NZT,w60,TransmissionCost,452.2535225
Baseline,NZT,w61,TransmissionCost,442.8757552
Baseline,NZT,w62,TransmissionCost,442.8757552
Baseline,NZT,w63,TransmissionCost,462.1939558
Baseline,NZT,w64,TransmissionCost,434.028805
Baseline,NZT,w65,TransmissionCost,373.8545717
Baseline,NZT,w66,TransmissionCost,462.1939558
Baseline,NZT,w67,TransmissionCost,373.8545717
Baseline,NZT,w68,TransmissionCost,373.8545717
Baseline,NZT,w69,TransmissionCost,442.8757552
Baseline,NZT,w7,TransmissionCost,442.8757552
Baseline,NZT,w70,TransmissionCost,373.8545717
Baseline,NZT,w71,TransmissionCost,425.6826255
Baseline,NZT,w72,TransmissionCost,546.164037
Baseline,NZT,w73,TransmissionCost,442.8757552
Baseline,NZT,w74,TransmissionCost,442.8757552
Baseline,NZT,w75,TransmissionCost,373.8545717
Baseline,NZT,w76,TransmissionCost,472.7308151
Baseline,NZT,w77,TransmissionCost,546.164037
Baseline,NZT,w78,TransmissionCost,462.1939558
Baseline,NZT,w79,TransmissionCost,505.1399062
Baseline,NZT,w8,TransmissionCost,558.0032521
