Hydrology,Scenario,Representative_w,Date,Year,Month,StorageHm3,TurbineHm3,SpillHm3,ReleaseHm3
Baseline,NZT,w22,2033-05-01,2033,5,483.6460473,758.3412548,305.887866,1064.229121
Baseline,NZT,w22,2033-06-01,2033,6,510.0858635,855.1907355,525.994816,1381.185551
Baseline,NZT,w22,2033-07-01,2033,7,458.5477202,829.5748554,624.0395745,1453.61443
Baseline,NZT,w22,2033-08-01,2033,8,420.801724,809.4719619,711.2610266,1520.732989
Baseline,NZT,w22,2033-09-01,2033,9,359.1045161,956.902551,617.1890727,1574.091624
Baseline,NZT,w22,2033-10-01,2033,10,342.5825,911.708198,598.3628503,1510.071048
Baseline,NZT,w22,2033-11-01,2033,11,303.2965791,900.6491293,516.2086333,1416.857763
Baseline,NZT,w22,2033-12-01,2033,12,261.83,829.4123355,702.4824019,1531.894737
Baseline,NZT,w22,2034-01-01,2034,1,283.3964261,825.5921014,284.7800465,1110.372148
Baseline,NZT,w22,2034-02-01,2034,2,269.2611288,962.4345602,456.6524056,1419.086966
Baseline,NZT,w22,2034-03-01,2034,3,336.7264213,693.6750544,474.434068,1168.109122
Baseline,NZT,w22,2034-04-01,2034,4,342.5825,613.3990262,848.0327377,1461.431764
Baseline,NZT,w22,2034-05-01,2034,5,442.8316994,753.3185178,334.9338841,1088.252402
Baseline,NZT,w22,2034-06-01,2034,6,541.2841942,757.8112276,335.8312877,1093.642515
Baseline,NZT,w22,2034-07-01,2034,7,387.5599229,1008.5084,751.6644137,1760.172814
Baseline,NZT,w22,2034-08-01,2034,8,412.7279646,839.4523732,503.444682,1342.897055
Baseline,NZT,w22,2034-09-01,2034,9,435.6619108,880.4258082,428.8661729,1309.291981
Baseline,NZT,w22,2034-10-01,2034,10,444.1519193,917.2440498,506.2467338,1423.490784
Baseline,NZT,w22,2034-11-01,2034,11,468.8687339,826.1744387,410.2193085,1236.393747
Baseline,NZT,w22,2034-12-01,2034,12,283.3964261,996.8485038,979.3823458,1976.23085
Baseline,NZT,w22,2035-01-01,2035,1,261.83,855.1527935,307.5997065,1162.7525
Baseline,NZT,w22,2035-02-01,2035,2,261.83,934.8213703,454.1786297,1389
Baseline,NZT,w22,2035-03-01,2035,3,337.4125703,930.5884898,297.9988696,1228.587359
Baseline,NZT,w22,2035-04-01,2035,4,400.2266837,830.7321487,284.995441,1115.72759
Baseline,NZT,w22,2035-05-01,2035,5,400.51244,1093.405466,294.7372655,1388.142731
Baseline,NZT,w22,2035-06-01,2035,6,472.9713854,862.5318877,417.5862759,1280.118164
Baseline,NZT,w22,2035-07-01,2035,7,560.0825,747.2984326,271.8732237,1019.171656
Baseline,NZT,w22,2035-08-01,2035,8,542.0631294,869.5064842,663.5516277,1533.058112
Baseline,NZT,w22,2035-09-01,2035,9,500.1753266,912.3039111,530.8544975,1443.158409
Baseline,NZT,w22,2035-10-01,2035,10,525.2954627,847.0263059,515.0171409,1362.043447
Baseline,NZT,w22,2035-11-01,2035,11,569.33,809.4657972,399.0267356,1208.492533
Baseline,NZT,w22,2035-12-01,2035,12,261.83,943.0663637,1368.433636,2311.5
Baseline,NZT,w22,2036-01-01,2036,1,287.7961168,815.866572,285.7061944,1101.572766
Baseline,NZT,w22,2036-02-01,2036,2,261.83,859.6370853,590.5426483,1450.179734
Baseline,NZT,w22,2036-03-01,2036,3,322.8255432,587.5183704,600,1187.51837
Baseline,NZT,w22,2036-04-01,2036,4,411.4832395,613.026911,600,1213.026911
Baseline,NZT,w22,2036-05-01,2036,5,366.3978049,837.4743208,596.7819832,1434.256304
Baseline,NZT,w22,2036-06-01,2036,6,460.1355144,605.0620991,592.7247726,1197.786872
Baseline,NZT,w22,2036-07-01,2036,7,560.0825,399.1590431,600,999.1590431
Baseline,NZT,w22,2036-08-01,2036,8,559.9063152,945.9567425,533.571812,1479.528555
Baseline,NZT,w22,2036-09-01,2036,9,536.4804992,920.3583444,448.9191033,1369.277448
Baseline,NZT,w22,2036-10-01,2036,10,550.5716711,865.5759123,565.8464848,1431.422397
Baseline,NZT,w22,2036-11-01,2036,11,544.5159157,924.1960208,416.7703328,1340.966354
Baseline,NZT,w22,2036-12-01,2036,12,287.7961168,913.7230294,1262.154984,2175.878013
Baseline,NZT,w22,2037-01-01,2037,1,276.5718194,870.0142257,263.2546355,1133.268861
Baseline,NZT,w22,2037-02-01,2037,2,261.83,896.0738527,522.4097861,1418.483639
Baseline,NZT,w22,2037-03-01,2037,3,357.7188087,482.8385739,600,1082.838574
Baseline,NZT,w22,2037-04-01,2037,4,426.0379253,460.1162023,723.926448,1184.04265
Baseline,NZT,w22,2037-05-01,2037,5,483.2311056,785.4142966,432.0061625,1217.420459
Baseline,NZT,w22,2037-06-01,2037,6,575.0019795,779.137813,424.5495652,1203.687378
Baseline,NZT,w22,2037-07-01,2037,7,484.1072777,875.2972698,696.3868357,1571.684106
Baseline,NZT,w22,2037-08-01,2037,8,479.9257798,872.8198809,605.9517419,1478.771623
Baseline,NZT,w22,2037-09-01,2037,9,503.0042715,815.5599385,426.9774573,1242.537396
Baseline,NZT,w22,2037-10-01,2037,10,517.1906794,857.4465354,597.4892409,1454.935776
Baseline,NZT,w22,2037-11-01,2037,11,545.5754519,856.0561033,429.2945793,1285.350683
Baseline,NZT,w22,2037-12-01,2037,12,276.5718194,865.560981,1273.686736,2139.247717
Baseline,NZT,w22,2038-01-01,2038,1,261.83,817.4678639,345.2846361,1162.7525
Baseline,NZT,w22,2038-02-01,2038,2,261.83,804.5528927,584.4471073,1389
Baseline,NZT,w22,2038-03-01,2038,3,326.01969,681.3951381,496.540792,1177.93593
Baseline,NZT,w22,2038-04-01,2038,4,376.2332482,728.3593252,600,1328.359325
Baseline,NZT,w22,2038-05-01,2038,5,339.2365079,1072.460086,337.5301352,1409.990221
Baseline,NZT,w22,2038-06-01,2038,6,421.6892795,604.3378205,537.3038646,1141.641685
Baseline,NZT,w22,2038-07-01,2038,7,503.0516306,563.4079467,600,1163.407947
Baseline,NZT,w22,2038-08-01,2038,8,524.5767045,879.8298885,497.6071346,1377.437023
Baseline,NZT,w22,2038-09-01,2038,9,560.0825,814.9263962,396.0489724,1210.975369
Baseline,NZT,w22,2038-10-01,2038,10,499.5093046,932.1536801,732.3503117,1664.503992
Baseline,NZT,w22,2038-11-01,2038,11,449.3558862,967.4617333,478.2141162,1445.675849
Baseline,NZT,w22,2038-12-01,2038,12,261.83,866.1813841,1103.891275,1970.072659
Baseline,NZT,w22,2039-01-01,2039,1,289.004916,831.2827731,277.119895,1108.402668
Baseline,NZT,w22,2039-02-01,2039,2,261.83,874.3243666,569.0254653,1443.349832
Baseline,NZT,w22,2039-03-01,2039,3,329.8010617,842.4853502,324.1064645,1166.591815
Baseline,NZT,w22,2039-04-01,2039,4,365.3098204,700.7194219,581.7543022,1282.473724
Baseline,NZT,w22,2039-05-01,2039,5,427.7536008,658.3754411,543.2932175,1201.668659
Baseline,NZT,w22,2039-06-01,2039,6,541.7900459,795.918318,340.9723466,1136.890665
Baseline,NZT,w22,2039-07-01,2039,7,650.0825,464.1226378,600,1064.122638
Baseline,NZT,w22,2039-08-01,2039,8,558.6370908,852.8536886,828.9775389,1681.831228
Baseline,NZT,w22,2039-09-01,2039,9,535.5539933,900.8853452,467.3639473,1368.249292
Baseline,NZT,w22,2039-10-01,2039,10,551.3551425,884.9419481,519.9855534,1404.927502
Baseline,NZT,w22,2039-11-01,2039,11,560.0825,887.1145528,393.8774256,1280.991978
Baseline,NZT,w22,2039-12-01,2039,12,289.004916,907.6524255,1340.250243,2247.902668
Baseline,NZT,w22,2040-01-01,2040,1,246.8502201,877.189237,302.7728227,1179.96206
Baseline,NZT,w22,2040-02-01,2040,2,290.8048047,802.959848,510.8809829,1313.840831
Baseline,NZT,w22,2040-03-01,2040,3,350.313274,398.7355613,764.269226,1163.004787
Baseline,NZT,w22,2040-04-01,2040,4,394.4884994,833.9314143,512.5429097,1346.474324
Baseline,NZT,w22,2040-05-01,2040,5,479.9005863,808.5885199,342.6702193,1151.258739
Baseline,NZT,w22,2040-06-01,2040,6,540.9157575,633.6047147,553.8547718,1187.459486
Baseline,NZT,w22,2040-07-01,2040,7,560.0825,907.0478397,334.4519327,1241.499772
Baseline,NZT,w22,2040-08-01,2040,8,508.5799715,875.712002,725.8367226,1601.548725
Baseline,NZT,w22,2040-09-01,2040,9,539.9891826,843.2559125,411.970315,1255.226227
Baseline,NZT,w22,2040-10-01,2040,10,542.5100317,858.2647475,586.3372899,1444.602037
Baseline,NZT,w22,2040-11-01,2040,11,560.0825,839.8760806,414.7469299,1254.623011
Baseline,NZT,w22,2040-12-01,2040,12,246.8502201,839.590077,1479.871983,2319.46206
Baseline,NZT,w22,2041-01-01,2041,1,281.7429906,824.1846337,278.8288945,1103.013528
Baseline,NZT,w22,2041-02-01,2041,2,261.83,963.3004072,485.4385646,1448.738972
Baseline,NZT,w22,2041-03-01,2041,3,252.5825,850.1770615,548.0704385,1398.2475
Baseline,NZT,w22,2041-04-01,2041,4,301.2415334,963.3078859,279.7150139,1243.0229
Baseline,NZT,w22,2041-05-01,2041,5,296.8970038,891.0720488,529.4565401,1420.528589
Baseline,NZT,w22,2041-06-01,2041,6,288.2811034,748.6864212,647.6662798,1396.352701
Baseline,NZT,w22,2041-07-01,2041,7,366.8067674,594.4717717,558.9512364,1153.423008
Baseline,NZT,w22,2041-08-01,2041,8,379.7629589,887.0657284,463.065697,1350.131425
Baseline,NZT,w22,2041-09-01,2041,9,369.2297968,837.0588306,602.0356558,1439.094486
Baseline,NZT,w22,2041-10-01,2041,10,388.4057404,842.2134549,509.8967615,1352.110216
Baseline,NZT,w22,2041-11-01,2041,11,423.4851606,848.2174028,396.4112894,1244.628692
Baseline,NZT,w22,2041-12-01,2041,12,281.7429906,895.4969061,937.2246038,1832.72151
Baseline,NZT,w22,2042-01-01,2042,1,234.2886849,934.042322,261.7953081,1195.83763
Baseline,NZT,w22,2042-02-01,2042,2,261.83,822.3500264,533.5648435,1355.91487
Baseline,NZT,w22,2042-03-01,2042,3,324.1715883,405.2849755,778.1952596,1183.480235
Baseline,NZT,w22,2042-04-01,2042,4,357.6806109,910.3863649,443.0887965,1353.475161
Baseline,NZT,w22,2042-05-01,2042,5,408.6612456,888.0277896,283.028077,1171.055867
Baseline,NZT,w22,2042-06-01,2042,6,507.4657246,597.6784112,513.403152,1111.081563
Baseline,NZT,w22,2042-07-01,2042,7,548.1314868,731.1075922,517.4001211,1248.507713
Baseline,NZT,w22,2042-08-01,2042,8,542.0601468,911.8211671,563.3607,1475.181867
Baseline,NZT,w22,2042-09-01,2042,9,553.369747,891.3203528,414.2779995,1305.598352
Baseline,NZT,w22,2042-10-01,2042,10,530.1356584,932.0761975,571.8505324,1503.92673
Baseline,NZT,w22,2042-11-01,2042,11,560.0825,815.8414509,419.5985602,1235.440011
Baseline,NZT,w22,2042-12-01,2042,12,234.2886849,888.1717691,1447.165861,2335.33763
Baseline,NZT,w22,2043-01-01,2043,1,251.9822136,960.7142121,211.8860742,1172.600286
Baseline,NZT,w22,2043-02-01,2043,2,295.0039641,796.4973699,516.3069156,1312.804285
Baseline,NZT,w22,2043-03-01,2043,3,322.9730451,913.4640594,339.9597335,1253.423793
Baseline,NZT,w22,2043-04-01,2043,4,366.9575275,974.1160183,342.2880486,1316.404067
Baseline,NZT,w22,2043-05-01,2043,5,420.8515667,828.3169629,339.6434054,1167.960368
Baseline,NZT,w22,2043-06-01,2043,6,435.284429,861.3941092,484.3073038,1345.701413
Baseline,NZT,w22,2043-07-01,2043,7,503.9349861,820.9170432,362.1312857,1183.048329
Baseline,NZT,w22,2043-08-01,2043,8,536.1969975,832.4799091,556.9263171,1389.406226
Baseline,NZT,w22,2043-09-01,2043,9,560.0825,845.1823379,374.9688942,1220.151232
Baseline,NZT,w22,2043-10-01,2043,10,534.2449441,866.975234,694.2773726,1561.252607
Baseline,NZT,w22,2043-11-01,2043,11,549.6558319,814.2974008,433.7299968,1248.027398
Baseline,NZT,w22,2043-12-01,2043,12,251.9822136,884.2514023,1396.56888,2280.820282
Baseline,NZT,w22,2044-01-01,2044,1,270.0388442,839.5384533,252.2713989,1091.809852
Baseline,NZT,w22,2044-02-01,2044,2,274.5673523,887.7388746,546.7290687,1434.467943
Baseline,NZT,w22,2044-03-01,2044,3,316.4835836,864.3228705,367.6960833,1232.018954
Baseline,NZT,w22,2044-04-01,2044,4,364.1260164,729.6749165,600,1329.674916
Baseline,NZT,w22,2044-05-01,2044,5,430.7883592,855.015258,340.3954986,1195.410757
Baseline,NZT,w22,2044-06-01,2044,6,491.0319529,518.2692189,600,1118.269219
Baseline,NZT,w22,2044-07-01,2044,7,560.0825,581.8483588,600,1181.848359
Baseline,NZT,w22,2044-08-01,2044,8,563.11115,937.2460333,532.6680166,1469.91405
Baseline,NZT,w22,2044-09-01,2044,9,555.6031079,868.6402737,471.3788525,1340.019126
Baseline,NZT,w22,2044-10-01,2044,10,518.0998735,937.5537467,545.4609567,1483.014703
Baseline,NZT,w22,2044-11-01,2044,11,490.2032897,942.0092991,530.6804524,1472.689751
Baseline,NZT,w22,2044-12-01,2044,12,270.0388442,890.9897704,1130.682451,2021.672221
Baseline,NZT,w22,2045-01-01,2045,1,309.316547,809.6381163,258.1412896,1067.779406
Baseline,NZT,w22,2045-02-01,2045,2,323.5657344,800.7319553,559.76967,1360.501625
Baseline,NZT,w22,2045-03-01,2045,3,303.9690017,778.2723568,589.2871069,1367.559464
Baseline,NZT,w22,2045-04-01,2045,4,365.4648911,880.7898127,346.1651234,1226.954936
Baseline,NZT,w22,2045-05-01,2045,5,422.2160831,839.4971213,356.8066983,1196.30382
Baseline,NZT,w22,2045-06-01,2045,6,495.4391413,380.5538837,878.7769418,1259.330826
Baseline,NZT,w22,2045-07-01,2045,7,554.8778484,854.0591942,356.6246844,1210.683879
Baseline,NZT,w22,2045-08-01,2045,8,575.5115724,732.5979127,594.5009152,1327.098828
Baseline,NZT,w22,2045-09-01,2045,9,569.33,736.0827872,599.9569301,1336.039717
Baseline,NZT,w22,2045-10-01,2045,10,569.3507832,739.1316595,721.310991,1460.44265
Baseline,NZT,w22,2045-11-01,2045,11,603.6815133,744.3384295,541.6693802,1286.00781
Baseline,NZT,w22,2045-12-01,2045,12,309.316547,694.0081589,1554.068287,2248.076446
Baseline,NZT,w22,2046-01-01,2046,1,249.3841709,877.4743238,297.4198343,1174.894158
Baseline,NZT,w22,2046-02-01,2046,2,261.83,833.9744906,542.8838512,1376.858342
Baseline,NZT,w22,2046-03-01,2046,3,319.7686647,876.107184,387.7679867,1263.875171
Baseline,NZT,w22,2046-04-01,2046,4,351.6107053,980.6250955,324.5030137,1305.128109
Baseline,NZT,w22,2046-05-01,2046,5,408.8625282,829.6228313,308.7813042,1138.404135
Baseline,NZT,w22,2046-06-01,2046,6,484.8938459,613.0643528,637.8416941,1250.906047
Baseline,NZT,w22,2046-07-01,2046,7,560.0825,640.1556395,433.2783983,1073.434038
Baseline,NZT,w22,2046-08-01,2046,8,534.0811299,717.0242567,749.9798536,1467.00411
Baseline,NZT,w22,2046-09-01,2046,9,537.4212542,846.4895988,581.1498078,1427.639407
Baseline,NZT,w22,2046-10-01,2046,10,528.0912272,914.1032552,480.4808904,1394.584146
Baseline,NZT,w22,2046-11-01,2046,11,536.3793189,907.4190241,448.9578568,1356.376881
Baseline,NZT,w22,2046-12-01,2046,12,249.3841709,934.9780091,1289.811606,2224.789615
Baseline,NZT,w22,2047-01-01,2047,1,231.1773502,946.3682035,264.9395962,1211.3078
Baseline,NZT,w22,2047-02-01,2047,2,297.2637778,866.5223566,403.0547882,1269.577145
Baseline,NZT,w22,2047-03-01,2047,3,343.5626723,747.9820017,448.192537,1196.174539
Baseline,NZT,w22,2047-04-01,2047,4,385.165657,971.0610446,363.9156022,1334.976647
Baseline,NZT,w22,2047-05-01,2047,5,422.903195,695.0017851,600,1295.001785
Baseline,NZT,w22,2047-06-01,2047,6,498.2847464,442.4396803,738.9106654,1181.350346
Baseline,NZT,w22,2047-07-01,2047,7,560.0825,495.1117392,600,1095.111739
Baseline,NZT,w22,2047-08-01,2047,8,557.2338895,765.5977886,721.9480429,1487.545832
Baseline,NZT,w22,2047-09-01,2047,9,530.7263535,856.5561125,540.4614955,1397.017608
Baseline,NZT,w22,2047-10-01,2047,10,512.3241569,879.8754487,545.8361411,1425.71159
Baseline,NZT,w22,2047-11-01,2047,11,501.1845016,853.3664722,587.5474937,1440.913966
Baseline,NZT,w22,2047-12-01,2047,12,231.1773502,863.0266493,1292.592155,2155.618804
Baseline,NZT,w22,2048-01-01,2048,1,243.0577517,874.407098,313.1398987,1187.546997
Baseline,NZT,w22,2048-02-01,2048,2,306.4009258,792.8199338,437.6727921,1230.492726
Baseline,NZT,w22,2048-03-01,2048,3,300.3192214,994.9169788,410.0414205,1404.958399
Baseline,NZT,w22,2048-04-01,2048,4,311.5419289,1066.227659,311.422996,1377.650655
Baseline,NZT,w22,2048-05-01,2048,5,351.83,1062.818239,275.2854843,1338.103723
Baseline,NZT,w22,2048-06-01,2048,6,406.358289,957.8859158,267.5292174,1225.415133
Baseline,NZT,w22,2048-07-01,2048,7,449.6152019,885.8236786,354.9105826,1240.734261
Baseline,NZT,w22,2048-08-01,2048,8,468.2382116,885.5464802,447.5844907,1333.130971
Baseline,NZT,w22,2048-09-01,2048,9,426.554153,911.435756,512.6164199,1424.052176
Baseline,NZT,w22,2048-10-01,2048,10,292.8942186,902.4095296,937.1294923,1839.539022
Baseline,NZT,w22,2048-11-01,2048,11,323.9214629,851.8025038,394.5565447,1246.359049
Baseline,NZT,w22,2048-12-01,2048,12,243.0577517,783.6532578,834.9106274,1618.563885
Baseline,NZT,w22,2049-01-01,2049,1,246.6040115,874.3199332,306.1345438,1180.454477
Baseline,NZT,w22,2049-02-01,2049,2,283.5840431,805.1150861,522.6748507,1327.789937
Baseline,NZT,w22,2049-03-01,2049,3,309.2723441,991.948198,279.7378558,1271.686054
Baseline,NZT,w22,2049-04-01,2049,4,342.5825,1104.284483,274.7850492,1379.069532
Baseline,NZT,w22,2049-05-01,2049,5,351.83,1022.958342,356.7941576,1379.7525
Baseline,NZT,w22,2049-06-01,2049,6,351.83,784.3158085,604.6841915,1389
Baseline,NZT,w22,2049-07-01,2049,7,411.1384148,891.5714698,300.7554624,1192.326932
Baseline,NZT,w22,2049-08-01,2049,8,404.765894,875.5397911,462.4206218,1337.960413
Baseline,NZT,w22,2049-09-01,2049,9,446.6743787,830.225988,413.4585308,1243.684519
Baseline,NZT,w22,2049-10-01,2049,10,440.8378235,885.0056621,521.5040035,1406.509666
Baseline,NZT,w22,2049-11-01,2049,11,427.6239391,901.7657739,526.8758793,1428.641653
Baseline,NZT,w22,2049-12-01,2049,12,246.6040115,847.8488236,1074.729971,1922.578794
Baseline,NZT,w22,2050-01-01,2050,1,269.6285434,834.5433415,268.351123,1102.894465
Baseline,NZT,w22,2050-02-01,2050,2,328.501283,838.5435888,391.8055976,1230.349186
Baseline,NZT,w22,2050-03-01,2050,3,367.0586271,1047.377228,273.9830215,1321.36025
Baseline,NZT,w22,2050-04-01,2050,4,368.5063015,1061.801315,354.182067,1415.983382
Baseline,NZT,w22,2050-05-01,2050,5,351.83,1043.907178,424.2580392,1468.165217
Baseline,NZT,w22,2050-06-01,2050,6,312.9197275,688.3702754,778.4502697,1466.820545
Baseline,NZT,w22,2050-07-01,2050,7,342.5825,971.2175252,349.2094297,1320.426955
Baseline,NZT,w22,2050-08-01,2050,8,365.2217112,828.0991766,461.3064006,1289.405577
Baseline,NZT,w22,2050-09-01,2050,9,398.7152419,796.5524416,433.6437555,1230.196197
Baseline,NZT,w22,2050-10-01,2050,10,404.5422778,927.6578919,443.8610005,1371.518892
Baseline,NZT,w22,2050-11-01,2050,11,397.8876775,899.2823327,528.1764681,1427.458801
Baseline,NZT,w22,2050-12-01,2050,12,269.6285434,835.3054719,902.0095251,1737.314997
Adverse,REF,w4,2025-01-01,2025,1,164.8325,807.2410446,527.5089554,1334.75
Adverse,REF,w4,2025-02-01,2025,2,249.3032285,664.9912155,555.0673275,1220.058543
Adverse,REF,w4,2025-03-01,2025,3,202.9744048,819.6026599,662.0549875,1481.657647
Adverse,REF,w4,2025-04-01,2025,4,164.8325,783.9129365,681.3708731,1465.28381
Adverse,REF,w4,2025-05-01,2025,5,164.8325,404.1630054,984.8369946,1389
Adverse,REF,w4,2025-06-01,2025,6,164.8325,443.2881865,945.7118135,1389
Adverse,REF,w4,2025-07-01,2025,7,164.8325,327.8715726,1061.128427,1389
Adverse,REF,w4,2025-08-01,2025,8,164.8325,411.3633659,977.6366341,1389
Adverse,REF,w4,2025-09-01,2025,9,201.2684868,358.1454432,957.9825833,1316.128026
Adverse,REF,w4,2025-10-01,2025,10,375.7808426,404.3663323,615.1606133,1019.526946
Adverse,REF,w4,2025-11-01,2025,11,210.6412301,836.2304111,903.4971565,1739.727568
Adverse,REF,w4,2025-12-01,2025,12,164.8325,760.1799717,720.4374885,1480.61746
Adverse,REF,w4,2026-01-01,2026,1,264.08,673.7616937,471.7408063,1145.5025
Adverse,REF,w4,2026-02-01,2026,2,239.7220446,786.221688,613.9213705,1400.143058
Adverse,REF,w4,2026-03-01,2026,3,199.4053705,848.6867593,614.6990707,1463.38583
Adverse,REF,w4,2026-04-01,2026,4,164.8325,789.2488846,703.4697269,1492.718612
Adverse,REF,w4,2026-05-01,2026,5,179.0742107,422.64764,937.8689386,1360.516579
Adverse,REF,w4,2026-06-01,2026,6,293.9868384,404.7381342,715.2822719,1120.020406
Adverse,REF,w4,2026-07-01,2026,7,391.0822494,418.1440325,679.5697347,1097.713767
Adverse,REF,w4,2026-08-01,2026,8,411.3840106,467.07783,861.0168862,1328.094716
Adverse,REF,w4,2026-09-01,2026,9,452.7450389,453.0525404,811.8643749,1264.916915
Adverse,REF,w4,2026-10-01,2026,10,615.6375188,398.4538264,567.9237526,966.377579
Adverse,REF,w4,2026-11-01,2026,11,378.8972331,928.4758448,1014.689993,1943.165838
Adverse,REF,w4,2026-12-01,2026,12,264.08,859.2216791,982.7250203,1841.946699
Adverse,REF,w4,2027-01-01,2027,1,164.8325,796.1773129,538.5726871,1334.75
Adverse,REF,w4,2027-02-01,2027,2,171.3237523,760.3976308,609.1286124,1369.526243
Adverse,REF,w4,2027-03-01,2027,3,197.5573654,784.0389479,558.985078,1343.024026
Adverse,REF,w4,2027-04-01,2027,4,252.5825,758.5069865,533.1927444,1291.699731
Adverse,REF,w4,2027-05-01,2027,5,164.8325,422.4783271,1129.271673,1551.75
Adverse,REF,w4,2027-06-01,2027,6,164.8325,422.7332044,966.2667956,1389
Adverse,REF,w4,2027-07-01,2027,7,164.8325,426.5267131,962.4732869,1389
Adverse,REF,w4,2027-08-01,2027,8,164.8325,368.5168902,1020.48311,1389
Adverse,REF,w4,2027-09-01,2027,9,234.5994866,425.8397331,753.859307,1179.69904
Adverse,REF,w4,2027-10-01,2027,10,436.6926108,466.319685,416.9009425,883.2206275
Adverse,REF,w4,2027-11-01,2027,11,227.5362728,854.8493461,1123.823441,1978.672787
Adverse,REF,w4,2027-12-01,2027,12,164.8325,771.8600093,742.5475363,1514.407546
Adverse,REF,w4,2028-01-01,2028,1,168.5678562,733.5188143,590.0251172,1323.543931
Adverse,REF,w4,2028-02-01,2028,2,227.9136572,758.9349408,515.1088134,1274.043754
Adverse,REF,w4,2028-03-01,2028,3,254.9459038,761.3592461,586.3262605,1347.685507
Adverse,REF,w4,2028-04-01,2028,4,164.8325,781.3100148,775.1667929,1556.476808
Adverse,REF,w4,2028-05-01,2028,5,164.8325,389.0929659,999.9070341,1389
Adverse,REF,w4,2028-06-01,2028,6,164.8325,412.4030574,976.5969426,1389
Adverse,REF,w4,2028-07-01,2028,7,164.8325,405.0725292,983.9274708,1389
Adverse,REF,w4,2028-08-01,2028,8,164.8325,436.1303007,952.8696993,1389
Adverse,REF,w4,2028-09-01,2028,9,250.987843,390.2444388,826.4448752,1216.689314
Adverse,REF,w4,2028-10-01,2028,10,337.7335159,439.4571553,693.1504831,1132.607638
Adverse,REF,w4,2028-11-01,2028,11,310.9119018,897.5119758,640.7822683,1538.294244
Adverse,REF,w4,2028-12-01,2028,12,168.5678562,803.8614777,853.3412574,1657.202735
Adverse,REF,w4,2029-01-01,2029,1,164.8325,732.0493289,602.7006711,1334.75
Adverse,REF,w4,2029-02-01,2029,2,164.8325,735.8282329,653.1717671,1389
Adverse,REF,w4,2029-03-01,2029,3,179.6249912,770.9754887,588.4395288,1359.415018
Adverse,REF,w4,2029-04-01,2029,4,252.5825,760.595588,495.2393945,1255.834982
Adverse,REF,w4,2029-05-01,2029,5,164.8325,453.3637442,1098.386256,1551.75
Adverse,REF,w4,2029-06-01,2029,6,164.8325,399.2433288,989.7566712,1389
Adverse,REF,w4,2029-07-01,2029,7,164.8325,396.9133784,992.0866216,1389
Adverse,REF,w4,2029-08-01,2029,8,164.8325,404.5611838,984.4388162,1389
Adverse,REF,w4,2029-09-01,2029,9,190.6256833,424.1846695,913.228964,1337.413633
Adverse,REF,w4,2029-10-01,2029,10,350.0272594,472.5193806,602.9827075,1075.502088
Adverse,REF,w4,2029-11-01,2029,11,204.8220464,852.1953624,821.9098232,1674.105186
Adverse,REF,w4,2029-12-01,2029,12,164.8325,801.9955821,666.9835107,1468.979093
Adverse,REF,w4,2030-01-01,2030,1,176.9391803,1014.010682,293.0804118,1307.091094
Adverse,REF,w4,2030-02-01,2030,2,280.0741981,941.9043121,257.0211981,1198.92551
Adverse,REF,w4,2030-03-01,2030,3,164.8325,1052.806353,553.927043,1606.733396
Adverse,REF,w4,2030-04-01,2030,4,164.8325,1057.073796,331.9262041,1389
Adverse,REF,w4,2030-05-01,2030,5,164.8325,647.5721905,741.4278095,1389
Adverse,REF,w4,2030-06-01,2030,6,164.8325,655.0173414,733.9826586,1389
Adverse,REF,w4,2030-07-01,2030,7,164.8325,615.6744799,773.3255201,1389
Adverse,REF,w4,2030-08-01,2030,8,164.8325,567.7205236,821.2794764,1389
Adverse,REF,w4,2030-09-01,2030,9,164.8325,568.5780967,820.4219033,1389
Adverse,REF,w4,2030-10-01,2030,10,342.5825,513.8075965,532.4424035,1046.25
Adverse,REF,w4,2030-11-01,2030,11,242.3018625,1064.850411,521.2083638,1586.058775
Adverse,REF,w4,2030-12-01,2030,12,176.9391803,1088.249313,418.7830059,1507.032319
Adverse,REF,w4,2031-01-01,2031,1,195.8925006,969.2722131,303.3577858,1272.629999
Adverse,REF,w4,2031-02-01,2031,2,223.6115126,985.8870805,355.5137111,1341.400792
Adverse,REF,w4,2031-03-01,2031,3,198.0149364,1074.898626,357.4557111,1432.354337
Adverse,REF,w4,2031-04-01,2031,4,164.8325,1080.782705,374.5821681,1455.364873
Adverse,REF,w4,2031-05-01,2031,5,164.8325,558.8816318,830.1183682,1389
Adverse,REF,w4,2031-06-01,2031,6,164.8325,532.5227406,856.4772594,1389
Adverse,REF,w4,2031-07-01,2031,7,164.8325,530.6072306,858.3927694,1389
Adverse,REF,w4,2031-08-01,2031,8,173.5767072,574.1763733,797.3352124,1371.511586
Adverse,REF,w4,2031-09-01,2031,9,256.0949808,590.63549,640.2090663,1230.844556
Adverse,REF,w4,2031-10-01,2031,10,433.9546094,585.1362807,302.1471795,887.2834602
Adverse,REF,w4,2031-11-01,2031,11,308.9094762,1083.941928,658.6825407,1742.624469
Adverse,REF,w4,2031-12-01,2031,12,195.8925006,1147.742756,502.8731717,1650.615928
Adverse,REF,w4,2032-01-01,2032,1,197.5707313,982.8687604,286.9987818,1269.867542
Adverse,REF,w4,2032-02-01,2032,2,279.0679054,1029.767217,208.3944297,1238.161647
