Hydrology,Scenario,Representative_w,Year,Month,Tech,GWh,Date
Adverse,REF,w4,2039,4,GEOTHERMAL,127.9557191,2039-04-01
Adverse,REF,w4,2039,4,HYDRO,4802.128304,2039-04-01
Adverse,REF,w4,2039,4,IMPORTS,0,2039-04-01
Adverse,REF,w4,2039,4,NUCLEAR,0,2039-04-01
Adverse,REF,w4,2039,4,PV,8.502138604,2039-04-01
Adverse,REF,w4,2039,4,WIND,218.3526438,2039-04-01
Adverse,REF,w4,2039,5,BIOENERGY,95.55579927,2039-05-01
Adverse,REF,w4,2039,5,DIESEL,74.83242207,2039-05-01
Adverse,REF,w4,2039,5,FUEL OIL,1181.988618,2039-05-01
Adverse,REF,w4,2039,5,GAS,432.7154526,2039-05-01
Adverse,REF,w4,2039,5,GEOTHERMAL,501.9715383,2039-05-01
Adverse,REF,w4,2039,5,HYDRO,2679.845013,2039-05-01
Adverse,REF,w4,2039,5,IMPORTS,0,2039-05-01
Adverse,REF,w4,2039,5,NUCLEAR,0,2039-05-01
Adverse,REF,w4,2039,5,PV,9.141352046,2039-05-01
Adverse,REF,w4,2039,5,WIND,250.835804,2039-05-01
Adverse,REF,w4,2039,6,BIOENERGY,93.83526387,2039-06-01
Adverse,REF,w4,2039,6,DIESEL,71.75500939,2039-06-01
Adverse,REF,w4,2039,6,FUEL OIL,1162.523224,2039-06-01
Adverse,REF,w4,2039,6,GAS,390.4673045,2039-06-01
Adverse,REF,w4,2039,6,GEOTHERMAL,494.8699812,2039-06-01
Adverse,REF,w4,2039,6,HYDRO,2645.392923,2039-06-01
Adverse,REF,w4,2039,6,IMPORTS,0,2039-06-01
Adverse,REF,w4,2039,6,NUCLEAR,0,2039-06-01
Adverse,REF,w4,2039,6,PV,11.86368167,2039-06-01
Adverse,REF,w4,2039,6,WIND,241.1668518,2039-06-01
Adverse,REF,w4,2039,7,BIOENERGY,95.52091215,2039-07-01
Adverse,REF,w4,2039,7,DIESEL,40.11197122,2039-07-01
Adverse,REF,w4,2039,7,FUEL OIL,1196.420589,2039-07-01
Adverse,REF,w4,2039,7,GAS,246.9223138,2039-07-01
Adverse,REF,w4,2039,7,GEOTHERMAL,503.0657705,2039-07-01
Adverse,REF,w4,2039,7,HYDRO,2705.516701,2039-07-01
Adverse,REF,w4,2039,7,IMPORTS,0,2039-07-01
Adverse,REF,w4,2039,7,NUCLEAR,0,2039-07-01
Adverse,REF,w4,2039,7,PV,10.88313838,2039-07-01
Adverse,REF,w4,2039,7,WIND,245.6630753,2039-07-01
Adverse,REF,w4,2039,8,BIOENERGY,95.47662156,2039-08-01
Adverse,REF,w4,2039,8,DIESEL,31.50221625,2039-08-01
Adverse,REF,w4,2039,8,FUEL OIL,1107.467926,2039-08-01
Adverse,REF,w4,2039,8,GAS,245.6355533,2039-08-01
Adverse,REF,w4,2039,8,GEOTHERMAL,516.8879318,2039-08-01
Adverse,REF,w4,2039,8,HYDRO,2794.912752,2039-08-01
Adverse,REF,w4,2039,8,IMPORTS,0,2039-08-01
Adverse,REF,w4,2039,8,NUCLEAR,0,2039-08-01
Adverse,REF,w4,2039,8,PV,9.106158791,2039-08-01
Adverse,REF,w4,2039,8,WIND,229.3104205,2039-08-01
Adverse,REF,w4,2039,9,BIOENERGY,94.32919519,2039-09-01
Adverse,REF,w4,2039,9,DIESEL,105.1238441,2039-09-01
Adverse,REF,w4,2039,9,FUEL OIL,1097.102846,2039-09-01
Adverse,REF,w4,2039,9,GAS,426.0971937,2039-09-01
Adverse,REF,w4,2039,9,GEOTHERMAL,496.0243657,2039-09-01
Adverse,REF,w4,2039,9,HYDRO,2684.95079,2039-09-01
Adverse,REF,w4,2039,9,IMPORTS,0,2039-09-01
Adverse,REF,w4,2039,9,NUCLEAR,0,2039-09-01
Adverse,REF,w4,2039,9,PV,11.68022617,2039-09-01
Adverse,REF,w4,2039,9,WIND,232.5533246,2039-09-01
Adverse,REF,w4,2039,10,BIOENERGY,88.7984453,2039-10-01
Adverse,REF,w4,2039,10,DIESEL,72.56143769,2039-10-01
Adverse,REF,w4,2039,10,FUEL OIL,1287.254739,2039-10-01
Adverse,REF,w4,2039,10,GAS,363.0337709,2039-10-01
Adverse,REF,w4,2039,10,GEOTHERMAL,499.291084,2039-10-01
Adverse,REF,w4,2039,10,HYDRO,2612.019189,2039-10-01
Adverse,REF,w4,2039,10,IMPORTS,0,2039-10-01
Adverse,REF,w4,2039,10,NUCLEAR,0,2039-10-01
Adverse,REF,w4,2039,10,PV,9.226616675,2039-10-01
Adverse,REF,w4,2039,10,WIND,232.5452712,2039-10-01
Adverse,REF,w4,2039,11,BIOENERGY,0,2039-11-01
Adverse,REF,w4,2039,11,DIESEL,0,2039-11-01
Adverse,REF,w4,2039,11,FUEL OIL,70.60514651,2039-11-01
Adverse,REF,w4,2039,11,GAS,0,2039-11-01
Adverse,REF,w4,2039,11,GEOTHERMAL,210.9390675,2039-11-01
Adverse,REF,w4,2039,11,HYDRO,4763.328888,2039-11-01
Adverse,REF,w4,2039,11,IMPORTS,0,2039-11-01
Adverse,REF,w4,2039,11,NUCLEAR,0,2039-11-01
Adverse,REF,w4,2039,11,PV,8.66863176,2039-11-01
Adverse,REF,w4,2039,11,WIND,215.7031779,2039-11-01
Adverse,REF,w4,2039,12,BIOENERGY,0,2039-12-01
Adverse,REF,w4,2039,12,DIESEL,0,2039-12-01
Adverse,REF,w4,2039,12,FUEL OIL,156.9271047,2039-12-01
Adverse,REF,w4,2039,12,GAS,0,2039-12-01
Adverse,REF,w4,2039,12,GEOTHERMAL,122.2110729,2039-12-01
Adverse,REF,w4,2039,12,HYDRO,4859.531092,2039-12-01
Adverse,REF,w4,2039,12,IMPORTS,40.34295734,2039-12-01
Adverse,REF,w4,2039,12,NUCLEAR,0,2039-12-01
Adverse,REF,w4,2039,12,PV,8.976859968,2039-12-01
Adverse,REF,w4,2039,12,WIND,207.2317562,2039-12-01
Adverse,REF,w4,2040,1,BIOENERGY,0,2040-01-01
Adverse,REF,w4,2040,1,DIESEL,0,2040-01-01
Adverse,REF,w4,2040,1,FUEL OIL,67.03280801,2040-01-01
Adverse,REF,w4,2040,1,GAS,0,2040-01-01
Adverse,REF,w4,2040,1,GEOTHERMAL,0,2040-01-01
Adverse,REF,w4,2040,1,HYDRO,4697.866828,2040-01-01
Adverse,REF,w4,2040,1,IMPORTS,0,2040-01-01
Adverse,REF,w4,2040,1,NUCLEAR,291.6888917,2040-01-01
Adverse,REF,w4,2040,1,PV,10.05346959,2040-01-01
Adverse,REF,w4,2040,1,WIND,199.1957865,2040-01-01
Adverse,REF,w4,2040,2,BIOENERGY,0,2040-02-01
Adverse,REF,w4,2040,2,DIESEL,0,2040-02-01
Adverse,REF,w4,2040,2,FUEL OIL,72.23212326,2040-02-01
Adverse,REF,w4,2040,2,GAS,0,2040-02-01
Adverse,REF,w4,2040,2,GEOTHERMAL,0,2040-02-01
Adverse,REF,w4,2040,2,HYDRO,4661.570253,2040-02-01
Adverse,REF,w4,2040,2,IMPORTS,0,2040-02-01
Adverse,REF,w4,2040,2,NUCLEAR,282.4611039,2040-02-01
Adverse,REF,w4,2040,2,PV,9.91941237,2040-02-01
Adverse,REF,w4,2040,2,WIND,213.3303489,2040-02-01
Adverse,REF,w4,2040,3,BIOENERGY,0,2040-03-01
Adverse,REF,w4,2040,3,DIESEL,0,2040-03-01
Adverse,REF,w4,2040,3,FUEL OIL,72.88389069,2040-03-01
Adverse,REF,w4,2040,3,GAS,0,2040-03-01
Adverse,REF,w4,2040,3,GEOTHERMAL,0,2040-03-01
Adverse,REF,w4,2040,3,HYDRO,4823.97495,2040-03-01
Adverse,REF,w4,2040,3,IMPORTS,0,2040-03-01
Adverse,REF,w4,2040,3,NUCLEAR,216.8721418,2040-03-01
Adverse,REF,w4,2040,3,PV,7.567910028,2040-03-01
Adverse,REF,w4,2040,3,WIND,209.541767,2040-03-01
Adverse,REF,w4,2040,4,BIOENERGY,0,2040-04-01
Adverse,REF,w4,2040,4,DIESEL,0,2040-04-01
Adverse,REF,w4,2040,4,FUEL OIL,75.69842365,2040-04-01
Adverse,REF,w4,2040,4,GAS,0,2040-04-01
Adverse,REF,w4,2040,4,GEOTHERMAL,0,2040-04-01
Adverse,REF,w4,2040,4,HYDRO,4639.234962,2040-04-01
Adverse,REF,w4,2040,4,IMPORTS,0,2040-04-01
Adverse,REF,w4,2040,4,NUCLEAR,425.9273771,2040-04-01
Adverse,REF,w4,2040,4,PV,8.648345391,2040-04-01
Adverse,REF,w4,2040,4,WIND,208.4346917,2040-04-01
Adverse,REF,w4,2040,5,BIOENERGY,89.6085555,2040-05-01
Adverse,REF,w4,2040,5,DIESEL,0,2040-05-01
Adverse,REF,w4,2040,5,FUEL OIL,914.805225,2040-05-01
Adverse,REF,w4,2040,5,GAS,116.754794,2040-05-01
Adverse,REF,w4,2040,5,GEOTHERMAL,484.4150876,2040-05-01
Adverse,REF,w4,2040,5,HYDRO,2801.891236,2040-05-01
Adverse,REF,w4,2040,5,IMPORTS,0,2040-05-01
Adverse,REF,w4,2040,5,NUCLEAR,669.510423,2040-05-01
Adverse,REF,w4,2040,5,PV,9.182600342,2040-05-01
Adverse,REF,w4,2040,5,WIND,245.2557983,2040-05-01
Adverse,REF,w4,2040,6,BIOENERGY,91.4978016,2040-06-01
Adverse,REF,w4,2040,6,DIESEL,0,2040-06-01
Adverse,REF,w4,2040,6,FUEL OIL,929.9916647,2040-06-01
Adverse,REF,w4,2040,6,GAS,116.8977923,2040-06-01
Adverse,REF,w4,2040,6,GEOTHERMAL,473.4074734,2040-06-01
Adverse,REF,w4,2040,6,HYDRO,2667.472845,2040-06-01
Adverse,REF,w4,2040,6,IMPORTS,0,2040-06-01
Adverse,REF,w4,2040,6,NUCLEAR,680.3229298,2040-06-01
Adverse,REF,w4,2040,6,PV,10.57647717,2040-06-01
Adverse,REF,w4,2040,6,WIND,243.9447408,2040-06-01
Adverse,REF,w4,2040,7,BIOENERGY,91.24245726,2040-07-01
Adverse,REF,w4,2040,7,DIESEL,0,2040-07-01
Adverse,REF,w4,2040,7,FUEL OIL,814.8414348,2040-07-01
Adverse,REF,w4,2040,7,GAS,118.7554274,2040-07-01
Adverse,REF,w4,2040,7,GEOTHERMAL,482.1556223,2040-07-01
Adverse,REF,w4,2040,7,HYDRO,2718.848009,2040-07-01
Adverse,REF,w4,2040,7,IMPORTS,0,2040-07-01
Adverse,REF,w4,2040,7,NUCLEAR,681.7348887,2040-07-01
Adverse,REF,w4,2040,7,PV,10.89480856,2040-07-01
Adverse,REF,w4,2040,7,WIND,226.5139131,2040-07-01
Adverse,REF,w4,2040,8,BIOENERGY,93.44676171,2040-08-01
Adverse,REF,w4,2040,8,DIESEL,0,2040-08-01
Adverse,REF,w4,2040,8,FUEL OIL,784.2407086,2040-08-01
Adverse,REF,w4,2040,8,GAS,118.6334027,2040-08-01
Adverse,REF,w4,2040,8,GEOTHERMAL,478.3666696,2040-08-01
Adverse,REF,w4,2040,8,HYDRO,2718.254966,2040-08-01
Adverse,REF,w4,2040,8,IMPORTS,0,2040-08-01
Adverse,REF,w4,2040,8,NUCLEAR,682.8364259,2040-08-01
Adverse,REF,w4,2040,8,PV,11.01493098,2040-08-01
Adverse,REF,w4,2040,8,WIND,244.1117065,2040-08-01
Adverse,REF,w4,2040,9,BIOENERGY,85.92277914,2040-09-01
Adverse,REF,w4,2040,9,DIESEL,0,2040-09-01
Adverse,REF,w4,2040,9,FUEL OIL,938.683982,2040-09-01
Adverse,REF,w4,2040,9,GAS,116.6751129,2040-09-01
Adverse,REF,w4,2040,9,GEOTHERMAL,463.4988438,2040-09-01
Adverse,REF,w4,2040,9,HYDRO,2727.924337,2040-09-01
Adverse,REF,w4,2040,9,IMPORTS,0,2040-09-01
Adverse,REF,w4,2040,9,NUCLEAR,679.6579174,2040-09-01
Adverse,REF,w4,2040,9,PV,10.8481776,2040-09-01
Adverse,REF,w4,2040,9,WIND,227.6078709,2040-09-01
Adverse,REF,w4,2040,10,BIOENERGY,88.94735942,2040-10-01
Adverse,REF,w4,2040,10,DIESEL,0,2040-10-01
Adverse,REF,w4,2040,10,FUEL OIL,717.2643563,2040-10-01
Adverse,REF,w4,2040,10,GAS,115.9715321,2040-10-01
Adverse,REF,w4,2040,10,GEOTHERMAL,457.8440928,2040-10-01
Adverse,REF,w4,2040,10,HYDRO,2961.358895,2040-10-01
Adverse,REF,w4,2040,10,IMPORTS,0,2040-10-01
Adverse,REF,w4,2040,10,NUCLEAR,682.180761,2040-10-01
Adverse,REF,w4,2040,10,PV,10.71561252,2040-10-01
Adverse,REF,w4,2040,10,WIND,233.7425554,2040-10-01
Adverse,REF,w4,2040,11,BIOENERGY,0,2040-11-01
Adverse,REF,w4,2040,11,DIESEL,0,2040-11-01
Adverse,REF,w4,2040,11,FUEL OIL,78.63547932,2040-11-01
Adverse,REF,w4,2040,11,GAS,0,2040-11-01
Adverse,REF,w4,2040,11,GEOTHERMAL,0,2040-11-01
Adverse,REF,w4,2040,11,HYDRO,4897.634429,2040-11-01
Adverse,REF,w4,2040,11,IMPORTS,0,2040-11-01
Adverse,REF,w4,2040,11,NUCLEAR,174.155789,2040-11-01
Adverse,REF,w4,2040,11,PV,8.796109406,2040-11-01
Adverse,REF,w4,2040,11,WIND,215.4080032,2040-11-01
Adverse,REF,w4,2040,12,BIOENERGY,0,2040-12-01
Adverse,REF,w4,2040,12,DIESEL,0,2040-12-01
Adverse,REF,w4,2040,12,FUEL OIL,87.80260979,2040-12-01
Adverse,REF,w4,2040,12,GAS,0,2040-12-01
Adverse,REF,w4,2040,12,GEOTHERMAL,125.2540998,2040-12-01
Adverse,REF,w4,2040,12,HYDRO,4865.624481,2040-12-01
Adverse,REF,w4,2040,12,IMPORTS,0,2040-12-01
Adverse,REF,w4,2040,12,NUCLEAR,213.4703077,2040-12-01
Adverse,REF,w4,2040,12,PV,8.601136611,2040-12-01
Adverse,REF,w4,2040,12,WIND,202.3726249,2040-12-01
Adverse,REF,w4,2041,1,BIOENERGY,0,2041-01-01
Adverse,REF,w4,2041,1,DIESEL,0,2041-01-01
Adverse,REF,w4,2041,1,FUEL OIL,33.27586519,2041-01-01
Adverse,REF,w4,2041,1,GAS,0,2041-01-01
Adverse,REF,w4,2041,1,GEOTHERMAL,0,2041-01-01
Adverse,REF,w4,2041,1,HYDRO,4801.153953,2041-01-01
Adverse,REF,w4,2041,1,IMPORTS,0,2041-01-01
Adverse,REF,w4,2041,1,NUCLEAR,146.3853139,2041-01-01
Adverse,REF,w4,2041,1,PV,52.08613917,2041-01-01
Adverse,REF,w4,2041,1,WIND,338.2532678,2041-01-01
Adverse,REF,w4,2041,2,BIOENERGY,0,2041-02-01
Adverse,REF,w4,2041,2,DIESEL,0,2041-02-01
Adverse,REF,w4,2041,2,FUEL OIL,32.47574181,2041-02-01
Adverse,REF,w4,2041,2,GAS,0,2041-02-01
Adverse,REF,w4,2041,2,GEOTHERMAL,0,2041-02-01
Adverse,REF,w4,2041,2,HYDRO,4709.825121,2041-02-01
Adverse,REF,w4,2041,2,IMPORTS,0,2041-02-01
Adverse,REF,w4,2041,2,NUCLEAR,206.3930413,2041-02-01
Adverse,REF,w4,2041,2,PV,52.9742134,2041-02-01
Adverse,REF,w4,2041,2,WIND,342.6353886,2041-02-01
Adverse,REF,w4,2041,3,BIOENERGY,0,2041-03-01
Adverse,REF,w4,2041,3,DIESEL,0,2041-03-01
Adverse,REF,w4,2041,3,FUEL OIL,31.39594134,2041-03-01
Adverse,REF,w4,2041,3,GAS,0,2041-03-01
Adverse,REF,w4,2041,3,GEOTHERMAL,0,2041-03-01
Adverse,REF,w4,2041,3,HYDRO,4773.768227,2041-03-01
Adverse,REF,w4,2041,3,IMPORTS,0,2041-03-01
Adverse,REF,w4,2041,3,NUCLEAR,236.9200839,2041-03-01
Adverse,REF,w4,2041,3,PV,57.84770075,2041-03-01
Adverse,REF,w4,2041,3,WIND,337.5255193,2041-03-01
Adverse,REF,w4,2041,4,BIOENERGY,0,2041-04-01
Adverse,REF,w4,2041,4,DIESEL,0,2041-04-01
Adverse,REF,w4,2041,4,FUEL OIL,42.23484135,2041-04-01
Adverse,REF,w4,2041,4,GAS,0,2041-04-01
Adverse,REF,w4,2041,4,GEOTHERMAL,0,2041-04-01
Adverse,REF,w4,2041,4,HYDRO,4801.223294,2041-04-01
Adverse,REF,w4,2041,4,IMPORTS,0,2041-04-01
Adverse,REF,w4,2041,4,NUCLEAR,229.4148749,2041-04-01
Adverse,REF,w4,2041,4,PV,48.56729104,2041-04-01
Adverse,REF,w4,2041,4,WIND,343.6623749,2041-04-01
Adverse,REF,w4,2041,5,BIOENERGY,88.51750459,2041-05-01
Adverse,REF,w4,2041,5,DIESEL,38.89699027,2041-05-01
Adverse,REF,w4,2041,5,FUEL OIL,995.4011127,2041-05-01
Adverse,REF,w4,2041,5,GAS,115.1630028,2041-05-01
Adverse,REF,w4,2041,5,GEOTHERMAL,479.8590268,2041-05-01
Adverse,REF,w4,2041,5,HYDRO,2553.192283,2041-05-01
Adverse,REF,w4,2041,5,IMPORTS,0,2041-05-01
Adverse,REF,w4,2041,5,NUCLEAR,691.5675864,2041-05-01
Adverse,REF,w4,2041,5,PV,64.92344607,2041-05-01
Adverse,REF,w4,2041,5,WIND,410.531241,2041-05-01
Adverse,REF,w4,2041,6,BIOENERGY,86.5237616,2041-06-01
Adverse,REF,w4,2041,6,DIESEL,0,2041-06-01
Adverse,REF,w4,2041,6,FUEL OIL,721.3642959,2041-06-01
Adverse,REF,w4,2041,6,GAS,115.3430688,2041-06-01
Adverse,REF,w4,2041,6,GEOTHERMAL,471.6117398,2041-06-01
Adverse,REF,w4,2041,6,HYDRO,2819.317552,2041-06-01
Adverse,REF,w4,2041,6,IMPORTS,0,2041-06-01
Adverse,REF,w4,2041,6,NUCLEAR,674.1617463,2041-06-01
Adverse,REF,w4,2041,6,PV,60.94104566,2041-06-01
Adverse,REF,w4,2041,6,WIND,369.130749,2041-06-01
Adverse,REF,w4,2041,7,BIOENERGY,84.54733594,2041-07-01
Adverse,REF,w4,2041,7,DIESEL,0,2041-07-01
Adverse,REF,w4,2041,7,FUEL OIL,616.6006732,2041-07-01
Adverse,REF,w4,2041,7,GAS,115.8595646,2041-07-01
Adverse,REF,w4,2041,7,GEOTHERMAL,466.9423345,2041-07-01
Adverse,REF,w4,2041,7,HYDRO,2803.01858,2041-07-01
Adverse,REF,w4,2041,7,IMPORTS,0,2041-07-01
Adverse,REF,w4,2041,7,NUCLEAR,671.1174796,2041-07-01
Adverse,REF,w4,2041,7,PV,67.39252157,2041-07-01
Adverse,REF,w4,2041,7,WIND,422.407803,2041-07-01
Adverse,REF,w4,2041,8,BIOENERGY,88.8297648,2041-08-01
Adverse,REF,w4,2041,8,DIESEL,0,2041-08-01
Adverse,REF,w4,2041,8,FUEL OIL,632.8747326,2041-08-01
Adverse,REF,w4,2041,8,GAS,116.2462804,2041-08-01
Adverse,REF,w4,2041,8,GEOTHERMAL,466.2058121,2041-08-01
Adverse,REF,w4,2041,8,HYDRO,2789.566948,2041-08-01
Adverse,REF,w4,2041,8,IMPORTS,0,2041-08-01
Adverse,REF,w4,2041,8,NUCLEAR,681.710175,2041-08-01
Adverse,REF,w4,2041,8,PV,60.97350643,2041-08-01
Adverse,REF,w4,2041,8,WIND,397.1164646,2041-08-01
Adverse,REF,w4,2041,9,BIOENERGY,93.34626713,2041-09-01
Adverse,REF,w4,2041,9,DIESEL,0,2041-09-01
Adverse,REF,w4,2041,9,FUEL OIL,932.7306876,2041-09-01
Adverse,REF,w4,2041,9,GAS,116.339585,2041-09-01
Adverse,REF,w4,2041,9,GEOTHERMAL,473.7747632,2041-09-01
Adverse,REF,w4,2041,9,HYDRO,2627.594775,2041-09-01
Adverse,REF,w4,2041,9,IMPORTS,0,2041-09-01
Adverse,REF,w4,2041,9,NUCLEAR,675.1936821,2041-09-01
Adverse,REF,w4,2041,9,PV,62.94212588,2041-09-01
Adverse,REF,w4,2041,9,WIND,373.913515,2041-09-01
Adverse,REF,w4,2041,10,BIOENERGY,92.99753623,2041-10-01
Adverse,REF,w4,2041,10,DIESEL,0,2041-10-01
Adverse,REF,w4,2041,10,FUEL OIL,826.3035525,2041-10-01
Adverse,REF,w4,2041,10,GAS,117.2779393,2041-10-01
Adverse,REF,w4,2041,10,GEOTHERMAL,466.8540759,2041-10-01
Adverse,REF,w4,2041,10,HYDRO,2764.902406,2041-10-01
Adverse,REF,w4,2041,10,IMPORTS,0,2041-10-01
Adverse,REF,w4,2041,10,NUCLEAR,678.319079,2041-10-01
Adverse,REF,w4,2041,10,PV,56.487904,2041-10-01
Adverse,REF,w4,2041,10,WIND,370.2431752,2041-10-01
Adverse,REF,w4,2041,11,BIOENERGY,0,2041-11-01
Adverse,REF,w4,2041,11,DIESEL,0,2041-11-01
Adverse,REF,w4,2041,11,FUEL OIL,35.45988169,2041-11-01
Adverse,REF,w4,2041,11,GAS,0,2041-11-01
Adverse,REF,w4,2041,11,GEOTHERMAL,51.33392953,2041-11-01
Adverse,REF,w4,2041,11,HYDRO,4794.663331,2041-11-01
Adverse,REF,w4,2041,11,IMPORTS,0,2041-11-01
Adverse,REF,w4,2041,11,NUCLEAR,191.9176664,2041-11-01
Adverse,REF,w4,2041,11,PV,55.84782478,2041-11-01
Adverse,REF,w4,2041,11,WIND,352.8997721,2041-11-01
Adverse,REF,w4,2041,12,BIOENERGY,0,2041-12-01
Adverse,REF,w4,2041,12,DIESEL,0,2041-12-01
Adverse,REF,w4,2041,12,FUEL OIL,46.11474876,2041-12-01
Adverse,REF,w4,2041,12,GAS,0,2041-12-01
Adverse,REF,w4,2041,12,GEOTHERMAL,73.93057299,2041-12-01
Adverse,REF,w4,2041,12,HYDRO,4932.546501,2041-12-01
Adverse,REF,w4,2041,12,IMPORTS,0,2041-12-01
Adverse,REF,w4,2041,12,NUCLEAR,157.3499333,2041-12-01
Adverse,REF,w4,2041,12,PV,58.59594914,2041-12-01
Adverse,REF,w4,2041,12,WIND,344.6500597,2041-12-01
Adverse,REF,w4,2042,1,BIOENERGY,0,2042-01-01
Adverse,REF,w4,2042,1,DIESEL,0,2042-01-01
Adverse,REF,w4,2042,1,FUEL OIL,34.88609913,2042-01-01
Adverse,REF,w4,2042,1,GAS,0,2042-01-01
Adverse,REF,w4,2042,1,GEOTHERMAL,0,2042-01-01
Adverse,REF,w4,2042,1,HYDRO,4621.81698,2042-01-01
Adverse,REF,w4,2042,1,IMPORTS,0,2042-01-01
Adverse,REF,w4,2042,1,NUCLEAR,430.3822548,2042-01-01
Adverse,REF,w4,2042,1,PV,56.02352619,2042-01-01
Adverse,REF,w4,2042,1,WIND,335.4687699,2042-01-01
Adverse,REF,w4,2042,2,BIOENERGY,0,2042-02-01
Adverse,REF,w4,2042,2,DIESEL,0,2042-02-01
Adverse,REF,w4,2042,2,FUEL OIL,35.47981668,2042-02-01
Adverse,REF,w4,2042,2,GAS,0,2042-02-01
Adverse,REF,w4,2042,2,GEOTHERMAL,0,2042-02-01
Adverse,REF,w4,2042,2,HYDRO,4571.556936,2042-02-01
Adverse,REF,w4,2042,2,IMPORTS,0,2042-02-01
Adverse,REF,w4,2042,2,NUCLEAR,435.6624562,2042-02-01
Adverse,REF,w4,2042,2,PV,53.58919728,2042-02-01
Adverse,REF,w4,2042,2,WIND,354.9011697,2042-02-01
Adverse,REF,w4,2042,3,BIOENERGY,0,2042-03-01
Adverse,REF,w4,2042,3,DIESEL,0,2042-03-01
Adverse,REF,w4,2042,3,FUEL OIL,36.9088791,2042-03-01
Adverse,REF,w4,2042,3,GAS,0,2042-03-01
Adverse,REF,w4,2042,3,GEOTHERMAL,0,2042-03-01
Adverse,REF,w4,2042,3,HYDRO,4615.570716,2042-03-01
Adverse,REF,w4,2042,3,IMPORTS,0,2042-03-01
Adverse,REF,w4,2042,3,NUCLEAR,498.1552765,2042-03-01
Adverse,REF,w4,2042,3,PV,57.45078957,2042-03-01
Adverse,REF,w4,2042,3,WIND,338.1209605,2042-03-01
Adverse,REF,w4,2042,4,BIOENERGY,0,2042-04-01
Adverse,REF,w4,2042,4,DIESEL,0,2042-04-01
Adverse,REF,w4,2042,4,FUEL OIL,51.0357767,2042-04-01
Adverse,REF,w4,2042,4,GAS,0,2042-04-01
Adverse,REF,w4,2042,4,GEOTHERMAL,50.01524262,2042-04-01
Adverse,REF,w4,2042,4,HYDRO,4703.479499,2042-04-01
Adverse,REF,w4,2042,4,IMPORTS,0,2042-04-01
Adverse,REF,w4,2042,4,NUCLEAR,367.6224362,2042-04-01
Adverse,REF,w4,2042,4,PV,46.45649652,2042-04-01
Adverse,REF,w4,2042,4,WIND,355.795279,2042-04-01
Adverse,REF,w4,2042,5,BIOENERGY,85.16497298,2042-05-01
Adverse,REF,w4,2042,5,DIESEL,0,2042-05-01
Adverse,REF,w4,2042,5,FUEL OIL,1088.035509,2042-05-01
Adverse,REF,w4,2042,5,GAS,114.843187,2042-05-01
Adverse,REF,w4,2042,5,GEOTHERMAL,470.2018646,2042-05-01
Adverse,REF,w4,2042,5,HYDRO,2658.452465,2042-05-01
Adverse,REF,w4,2042,5,IMPORTS,0,2042-05-01
Adverse,REF,w4,2042,5,NUCLEAR,665.7327611,2042-05-01
Adverse,REF,w4,2042,5,PV,65.89274213,2042-05-01
Adverse,REF,w4,2042,5,WIND,398.4897353,2042-05-01
Adverse,REF,w4,2042,6,BIOENERGY,87.24488929,2042-06-01
Adverse,REF,w4,2042,6,DIESEL,0,2042-06-01
Adverse,REF,w4,2042,6,FUEL OIL,896.5262902,2042-06-01
Adverse,REF,w4,2042,6,GAS,115.8228784,2042-06-01
Adverse,REF,w4,2042,6,GEOTHERMAL,473.8856392,2042-06-01
Adverse,REF,w4,2042,6,HYDRO,2720.200471,2042-06-01
Adverse,REF,w4,2042,6,IMPORTS,0,2042-06-01
Adverse,REF,w4,2042,6,NUCLEAR,667.2379809,2042-06-01
Adverse,REF,w4,2042,6,PV,68.85154187,2042-06-01
Adverse,REF,w4,2042,6,WIND,394.9921474,2042-06-01
Adverse,REF,w4,2042,7,BIOENERGY,89.61157194,2042-07-01
Adverse,REF,w4,2042,7,DIESEL,0,2042-07-01
Adverse,REF,w4,2042,7,FUEL OIL,812.6226566,2042-07-01
Adverse,REF,w4,2042,7,GAS,115.5830132,2042-07-01
Adverse,REF,w4,2042,7,GEOTHERMAL,468.3383554,2042-07-01
Adverse,REF,w4,2042,7,HYDRO,2749.393253,2042-07-01
Adverse,REF,w4,2042,7,IMPORTS,0,2042-07-01
Adverse,REF,w4,2042,7,NUCLEAR,667.0138548,2042-07-01
Adverse,REF,w4,2042,7,PV,66.15952833,2042-07-01
Adverse,REF,w4,2042,7,WIND,384.1217845,2042-07-01
Adverse,REF,w4,2042,8,BIOENERGY,86.86960679,2042-08-01
Adverse,REF,w4,2042,8,DIESEL,0,2042-08-01
Adverse,REF,w4,2042,8,FUEL OIL,917.355978,2042-08-01
Adverse,REF,w4,2042,8,GAS,114.4501922,2042-08-01
Adverse,REF,w4,2042,8,GEOTHERMAL,478.0529265,2042-08-01
Adverse,REF,w4,2042,8,HYDRO,2596.561024,2042-08-01
Adverse,REF,w4,2042,8,IMPORTS,0,2042-08-01
Adverse,REF,w4,2042,8,NUCLEAR,678.9513575,2042-08-01
Adverse,REF,w4,2042,8,PV,66.70227357,2042-08-01
Adverse,REF,w4,2042,8,WIND,399.2507994,2042-08-01
Adverse,REF,w4,2042,9,BIOENERGY,90.63044652,2042-09-01
Adverse,REF,w4,2042,9,DIESEL,0,2042-09-01
Adverse,REF,w4,2042,9,FUEL OIL,947.2388472,2042-09-01
